Contig_id,Nb genes contigs,Fragment,Nb genes,Category,Nb phage hallmark genes,Phage gene enrichment sig,Non-Caudovirales phage gene enrichment sig,Pfam depletion sig,Uncharacterized enrichment sig,Strand switch depletion sig,Short genes enrichment sig
VIRSorter_2507281848_Syn8016_Contig50_1,2802,VIRSorter_2507281848_Syn8016_Contig50_1-gene_1207-gene_1265,59,3,,,,gene_1207-gene_1265:11.48603057255364,gene_1207-gene_1262:4.62516708104076,,
VIRSorter_2507281848_Syn8016_Contig50_1,2802,VIRSorter_2507281848_Syn8016_Contig50_1-gene_125-gene_224,100,3,,,,gene_125-gene_224:9.89664284632497,gene_125-gene_224:6.49196753674247,,gene_125-gene_224:6.14266289299219
VIRSorter_2507281848_Syn8016_Contig50_1,2802,VIRSorter_2507281848_Syn8016_Contig50_1-gene_1666-gene_1762,97,3,,,,gene_1666-gene_1762:7.87037486159246,,,gene_1694-gene_1715:2.28527404909853
VIRSorter_2507281848_Syn8016_Contig50_1,2802,VIRSorter_2507281848_Syn8016_Contig50_1-gene_2305-gene_2399,95,3,,,,gene_2305-gene_2399:7.69047865006637,gene_2305-gene_2399:3.89781504875863,,
VIRSorter_2507281848_Syn8016_Contig50_1,2802,VIRSorter_2507281848_Syn8016_Contig50_1-gene_2667-gene_2690,24,3,,,,gene_2667-gene_2690:5.91701871067862,gene_2667-gene_2690:5.91701871067862,,
VIRSorter_2507281848_Syn8016_Contig50_1,2802,VIRSorter_2507281848_Syn8016_Contig50_1-gene_297-gene_400,104,3,,,,gene_301-gene_400:42.29587501912933,gene_297-gene_396:18.95747546149923,gene_310-gene_376:2.23797149899882,gene_331-gene_390:3.61754177852877
VIRSorter_2507281848_Syn8016_Contig50_1,2802,VIRSorter_2507281848_Syn8016_Contig50_1-gene_30-gene_80,51,3,,,,gene_30-gene_80:23.34210034338140,gene_33-gene_80:23.14430617389207,,
VIRSorter_2507281848_Syn8016_Contig50_1,2802,VIRSorter_2507281848_Syn8016_Contig50_1-gene_491-gene_593,103,3,,,,gene_491-gene_590:6.49196753674247,gene_495-gene_593:2.09138767126250,,
VIRSorter_2508501807_SacmaDRAFT_SMG_1,5772,VIRSorter_2508501807_SacmaDRAFT_SMG_1-gene_13-gene_105,93,3,,,,gene_13-gene_105:22.77713723910871,gene_35-gene_105:10.89195920960988,,
VIRSorter_2508501807_SacmaDRAFT_SMG_1,5772,VIRSorter_2508501807_SacmaDRAFT_SMG_1-gene_4113-gene_4201,89,3,,,,gene_4113-gene_4201:19.52428280946438,gene_4134-gene_4171:13.01361737608789,,
VIRSorter_2508501807_SacmaDRAFT_SMG_1,5772,VIRSorter_2508501807_SacmaDRAFT_SMG_1-gene_5225-gene_5315,91,3,,,,gene_5225-gene_5315:15.79210939521003,gene_5254-gene_5315:12.82185640796122,,
VIRSorter_2508526980_Oweho_Contig158_1,3452,VIRSorter_2508526980_Oweho_Contig158_1-gene_3098-gene_3162,65,3,,,,gene_3098-gene_3162:36.47937341855042,gene_3119-gene_3160:11.65324121597160,,
VIRSorter_2508527215_MycrhN_Contig54_1,6262,VIRSorter_2508527215_MycrhN_Contig54_1-gene_2688-gene_2888,201,3,,,,gene_2792-gene_2888:8.91980929496036;gene_2688-gene_2775:3.78113057936161,gene_2757-gene_2855:8.38702965294485,,
VIRSorter_2509292655_ThesiDRAFT_TSF_1,2779,VIRSorter_2509292655_ThesiDRAFT_TSF_1-gene_932-gene_1033,102,3,,,,gene_958-gene_1033:16.77160983562782,gene_932-gene_1029:9.00810603714536,,
VIRSorter_2509292657_JoomaDRAFT_JMA_2,3404,VIRSorter_2509292657_JoomaDRAFT_JMA_2-gene_1256-gene_1277,22,3,,,,gene_1256-gene_1277:4.58301483054376,gene_1257-gene_1276:3.34661615483896,,
VIRSorter_2509292657_JoomaDRAFT_JMA_2,3404,VIRSorter_2509292657_JoomaDRAFT_JMA_2-gene_188-gene_250,63,3,,,,gene_188-gene_250:9.70331307582105,gene_188-gene_249:3.59503471821891,,
VIRSorter_2509602057_Halha_Contig26_1,2570,VIRSorter_2509602057_Halha_Contig26_1-gene_1232-gene_1253,22,3,,,,gene_1232-gene_1253:4.70734900080737,gene_1232-gene_1253:2.29643012968381,,
VIRSorter_2509602057_Halha_Contig26_1,2570,VIRSorter_2509602057_Halha_Contig26_1-gene_1873-gene_1921,49,3,,,,gene_1873-gene_1921:9.06570553131427,gene_1876-gene_1921:5.55078749929472,,gene_1875-gene_1921:10.63360430100385
VIRSorter_2511051433_CP002901,3709,VIRSorter_2511051433_CP002901-gene_2025-gene_2117,93,3,,,,gene_2025-gene_2117:14.34902910245789,gene_2025-gene_2117:5.40514290037469,,
VIRSorter_2511051433_CP002901,3709,VIRSorter_2511051433_CP002901-gene_2541-gene_2686,146,3,,,,gene_2552-gene_2649:38.06150160687989;gene_2657-gene_2686:8.17397928080668,gene_2541-gene_2639:25.27601204685608;gene_2644-gene_2686:4.73755912494583,gene_2572-gene_2667:4.11327314853849,gene_2611-gene_2666:4.23748256422174
VIRSorter_2511051433_CP002901,3709,VIRSorter_2511051433_CP002901-gene_2995-gene_3110,116,3,,,,gene_3011-gene_3110:22.70815345311027,gene_2995-gene_3064:4.97920794716749;gene_3081-gene_3110:11.14535433102711,,gene_3023-gene_3109:5.84373449551838
VIRSorter_2511051433_CP002901,3709,VIRSorter_2511051433_CP002901-gene_443-gene_538,96,3,,,,gene_443-gene_538:11.69820808747179,gene_443-gene_538:4.15847159862184,,
VIRSorter_2512205695_CP002987,3683,VIRSorter_2512205695_CP002987-gene_1133-gene_1210,78,3,,,,gene_1133-gene_1210:24.54465649719457,gene_1138-gene_1202:12.63917581984485,gene_1158-gene_1210:2.60071799017178,
VIRSorter_2512564983_OA238_c,5604,VIRSorter_2512564983_OA238_c-gene_4446-gene_4545,100,3,,,,gene_4446-gene_4545:7.49695789740467,gene_4527-gene_4545:2.51427238684174,,
VIRSorter_2512571803_NC_016940,3406,VIRSorter_2512571803_NC_016940-gene_112-gene_205,94,3,,,,gene_112-gene_205:10.03217475860158,gene_112-gene_205:2.32815601636468,,
VIRSorter_2512571803_NC_016940,3406,VIRSorter_2512571803_NC_016940-gene_2600-gene_2699,100,3,,,,gene_2600-gene_2699:12.06213479871242,gene_2600-gene_2699:4.56788900674066,,
VIRSorter_2512571803_NC_016940,3406,VIRSorter_2512571803_NC_016940-gene_270-gene_366,97,3,,,,gene_270-gene_366:9.91603932369952,gene_270-gene_365:3.61743657423931,,
VIRSorter_2512571803_NC_016940,3406,VIRSorter_2512571803_NC_016940-gene_2702-gene_2913,212,3,,,,gene_2702-gene_2801:5.77611995461134;gene_2816-gene_2913:10.37237307279686,gene_2742-gene_2840:3.06017333074166,,
VIRSorter_2512571803_NC_016940,3406,VIRSorter_2512571803_NC_016940-gene_3132-gene_3227,96,3,,,,gene_3132-gene_3227:10.20198850850219,gene_3150-gene_3226:3.96456117046354,,
VIRSorter_2512571803_NC_016940,3406,VIRSorter_2512571803_NC_016940-gene_3304-gene_3403,100,3,,,,gene_3304-gene_3403:7.05226808200172,gene_3304-gene_3403:2.35428327906775,,
VIRSorter_2512571803_NC_016940,3406,VIRSorter_2512571803_NC_016940-gene_435-gene_534,100,3,,,,gene_435-gene_534:9.09489467872068,gene_493-gene_529:6.40585096288256,,
VIRSorter_2513256208_cola_cola-finished-ohne-overlap_screen_ace_1_1,4264,VIRSorter_2513256208_cola_cola-finished-ohne-overlap_screen_ace_1_1-gene_1353-gene_1442,90,3,,,,gene_1353-gene_1442:6.71276454001720,gene_1430-gene_1442:3.28982360253540,,
VIRSorter_2513256208_cola_cola-finished-ohne-overlap_screen_ace_1_1,4264,VIRSorter_2513256208_cola_cola-finished-ohne-overlap_screen_ace_1_1-gene_1839-gene_1994,156,3,,,,gene_1839-gene_1938:8.29781460214457;gene_1950-gene_1994:2.35242018200490,gene_1922-gene_1992:6.85482649511517;gene_1839-gene_1896:5.39051577362993,,
VIRSorter_2513256208_cola_cola-finished-ohne-overlap_screen_ace_1_1,4264,VIRSorter_2513256208_cola_cola-finished-ohne-overlap_screen_ace_1_1-gene_2288-gene_2356,69,3,,,,gene_2288-gene_2356:5.92533418551070,gene_2288-gene_2356:3.78846920664694,,
VIRSorter_2513256208_cola_cola-finished-ohne-overlap_screen_ace_1_1,4264,VIRSorter_2513256208_cola_cola-finished-ohne-overlap_screen_ace_1_1-gene_2454-gene_2545,92,3,,,,gene_2454-gene_2545:12.94275284647480,gene_2454-gene_2545:8.29083725469303,,gene_2469-gene_2515:2.59655524950818
VIRSorter_2513256208_cola_cola-finished-ohne-overlap_screen_ace_1_1,4264,VIRSorter_2513256208_cola_cola-finished-ohne-overlap_screen_ace_1_1-gene_3309-gene_3408,100,3,,,,gene_3309-gene_3408:8.29781460214457,gene_3380-gene_3408:7.49152337187022,,
VIRSorter_2513256208_cola_cola-finished-ohne-overlap_screen_ace_1_1,4264,VIRSorter_2513256208_cola_cola-finished-ohne-overlap_screen_ace_1_1-gene_3978-gene_4033,56,3,,,,gene_3978-gene_4033:10.66469247624540,gene_3980-gene_4033:4.27236976770460,,
VIRSorter_2513256208_cola_cola-finished-ohne-overlap_screen_ace_1_1,4264,VIRSorter_2513256208_cola_cola-finished-ohne-overlap_screen_ace_1_1-gene_725-gene_778,54,3,,,,gene_725-gene_778:6.76354655400713,gene_725-gene_777:3.80124609076419,,
VIRSorter_2513265731_NZ_AGIF02000001,2478,VIRSorter_2513265731_NZ_AGIF02000001-gene_1885-gene_1902,18,3,,,,gene_1885-gene_1902:5.09933401945637,gene_1886-gene_1902:2.94914561658136,,
VIRSorter_2517093774_Syn9616DRAFT_scaffold1_1-circular,2781,VIRSorter_2517093774_Syn9616DRAFT_scaffold1_1-circular-gene_1000-gene_1097,98,3,,,,gene_1000-gene_1097:9.00778740581639,gene_1000-gene_1097:5.06755864926340,,
VIRSorter_2517093774_Syn9616DRAFT_scaffold1_1-circular,2781,VIRSorter_2517093774_Syn9616DRAFT_scaffold1_1-circular-gene_1100-gene_1199,100,3,,,,gene_1100-gene_1199:20.85663060051428,gene_1107-gene_1197:14.33539714011471,,gene_1105-gene_1198:13.70756890002581
VIRSorter_2517093774_Syn9616DRAFT_scaffold1_1-circular,2781,VIRSorter_2517093774_Syn9616DRAFT_scaffold1_1-circular-gene_1386-gene_1446,61,3,,,,gene_1386-gene_1446:7.88323254534475,gene_1386-gene_1432:2.71404879845686,,
VIRSorter_2517093774_Syn9616DRAFT_scaffold1_1-circular,2781,VIRSorter_2517093774_Syn9616DRAFT_scaffold1_1-circular-gene_1699-gene_1795,97,3,,,,gene_1699-gene_1795:5.27930765556405,gene_1699-gene_1774:3.02034810845667,,
VIRSorter_2517093774_Syn9616DRAFT_scaffold1_1-circular,2781,VIRSorter_2517093774_Syn9616DRAFT_scaffold1_1-circular-gene_2737-gene_2781,45,3,,,,gene_2737-gene_2781:13.57234066193747,gene_2737-gene_2781:8.88078059141850,,gene_2737-gene_2781:5.95118934231122
VIRSorter_2517093774_Syn9616DRAFT_scaffold1_1-circular,2781,VIRSorter_2517093774_Syn9616DRAFT_scaffold1_1-circular-gene_6-gene_37,32,3,,,,gene_6-gene_37:6.97528050357451,gene_6-gene_34:6.39429436489884,,
VIRSorter_2517093774_Syn9616DRAFT_scaffold1_1-circular,2781,VIRSorter_2517093774_Syn9616DRAFT_scaffold1_1-circular-gene_831-gene_853,23,3,,,,gene_831-gene_853:8.35583247597267,gene_831-gene_853:6.72758196506820,,
VIRSorter_2517287732_B044DRAFT_scaffold1_1,2615,VIRSorter_2517287732_B044DRAFT_scaffold1_1-gene_77-gene_121,45,3,,,,gene_77-gene_121:9.99660269371312,gene_83-gene_120:7.08915449212891,,
VIRSorter_2517487235_scaffold00006,4444,VIRSorter_2517487235_scaffold00006-gene_2672-gene_2731,60,3,,,,gene_2672-gene_2731:6.34037814192064,gene_2686-gene_2731:3.59969500338440,,
VIRSorter_2519109854_F550DRAFT_scaffold00001_1-circular,3236,VIRSorter_2519109854_F550DRAFT_scaffold00001_1-circular-gene_2034-gene_2061,28,3,,,,gene_2034-gene_2061:4.55468484239579,gene_2034-gene_2058:2.83022059245315,,
VIRSorter_2519117607_CP003746,3982,VIRSorter_2519117607_CP003746-gene_2821-gene_2874,54,3,,,,gene_2823-gene_2856:9.28265308261715,gene_2821-gene_2874:5.92937346469514,,
VIRSorter_2519942254_C505DRAFT_scaffold00018_18-circular,81,VIRSorter_2519942254_C505DRAFT_scaffold00018_18-circular-gene_21-gene_80,60,3,,,,gene_21-gene_80:26.33268791150222,gene_26-gene_80:14.36467094895675,,gene_28-gene_80:2.97122170717440
VIRSorter_2521191523_Phaar_neu_scaffold_2516677464_1,4114,VIRSorter_2521191523_Phaar_neu_scaffold_2516677464_1-gene_4099-gene_4114,16,3,,,,gene_4099-gene_4114:5.35322899341514,gene_4102-gene_4113:2.62302988858678,,
VIRSorter_2521194441_CP003845,3795,VIRSorter_2521194441_CP003845-gene_2019-gene_2052,34,3,,,,gene_2019-gene_2052:8.03340867218524,gene_2019-gene_2052:6.84477980079082,,
VIRSorter_2521194441_CP003845,3795,VIRSorter_2521194441_CP003845-gene_223-gene_281,59,3,,,,gene_223-gene_281:5.13021922738369,gene_223-gene_281:2.25191808315718,,
VIRSorter_2521194451_CP003466,4441,VIRSorter_2521194451_CP003466-gene_2064-gene_2149,86,3,,,,gene_2064-gene_2149:7.03094167794574,gene_2064-gene_2137:3.89613209733184,,
VIRSorter_2523241327_G578DRAFT_scaffold00006_6-circular,92,VIRSorter_2523241327_G578DRAFT_scaffold00006_6-circular-gene_16-gene_74,59,3,,,,gene_16-gene_74:10.47989874689564,gene_57-gene_74:8.74356858895363,,
VIRSorter_2524031327_Shewanella,3897,VIRSorter_2524031327_Shewanella-gene_142-gene_160,19,3,,,,gene_142-gene_160:5.55859318246629,gene_142-gene_160:5.55859318246629,,
VIRSorter_2524037964_FO203503,4557,VIRSorter_2524037964_FO203503-gene_2109-gene_2205,97,3,,,,gene_2109-gene_2205:7.65588964301704,,,gene_2112-gene_2193:5.82233136204534
VIRSorter_2524037964_FO203503,4557,VIRSorter_2524037964_FO203503-gene_3169-gene_3261,93,3,,,,gene_3169-gene_3261:20.80745447997506,gene_3169-gene_3224:7.76201444356913,,
VIRSorter_2524037964_FO203503,4557,VIRSorter_2524037964_FO203503-gene_802-gene_896,95,3,,,,gene_802-gene_896:4.27080147936398,,,gene_818-gene_896:2.65995103120404
VIRSorter_2524708640_K337DRAFT_scaffold00002_2-circular,1105,VIRSorter_2524708640_K337DRAFT_scaffold00002_2-circular-gene_452-gene_553,102,3,,,,gene_454-gene_553:10.31405685868424,gene_452-gene_550:8.46783983059993,,
VIRSorter_2526166614_K365DRAFT_scaffold00001_1,4505,VIRSorter_2526166614_K365DRAFT_scaffold00001_1-gene_1819-gene_1840,22,3,,,,gene_1819-gene_1840:5.87127630732281,gene_1819-gene_1840:3.19439236074210,,
VIRSorter_2526166614_K365DRAFT_scaffold00001_1,4505,VIRSorter_2526166614_K365DRAFT_scaffold00001_1-gene_2054-gene_2120,67,3,,,,gene_2054-gene_2120:8.96362767027343,gene_2088-gene_2120:2.17699834727867,,gene_2078-gene_2117:2.28566364819221
VIRSorter_2526166614_K365DRAFT_scaffold00001_1,4505,VIRSorter_2526166614_K365DRAFT_scaffold00001_1-gene_2939-gene_3028,90,3,,,,gene_2939-gene_3028:11.93954872183687,gene_2939-gene_3025:4.76550019055230,,
VIRSorter_2526166614_K365DRAFT_scaffold00001_1,4505,VIRSorter_2526166614_K365DRAFT_scaffold00001_1-gene_70-gene_135,66,3,,,,gene_70-gene_135:31.25001893217593,gene_71-gene_131:10.39537462234330,,
VIRSorter_2526170607_CA2559_HTCC2559_1,2677,VIRSorter_2526170607_CA2559_HTCC2559_1-gene_53-gene_93,41,3,,,,gene_58-gene_93:7.02938519952720,gene_53-gene_93:2.21563495089670,,
VIRSorter_2537605091_AODW01000026-circular,176,VIRSorter_2537605091_AODW01000026-circular-gene_76-gene_93,18,3,,,,gene_76-gene_93:6.39750680427587,gene_76-gene_93:6.39750680427587,,
VIRSorter_2540348160_CP001397,3416,VIRSorter_2540348160_CP001397-gene_208-gene_273,66,3,,,,gene_208-gene_273:5.39116161334868,gene_208-gene_273:3.27587480212741,,
VIRSorter_2540348160_CP001397,3416,VIRSorter_2540348160_CP001397-gene_2236-gene_2319,84,3,,,,gene_2236-gene_2319:5.59064030356794,gene_2239-gene_2319:3.09373939652375,,
VIRSorter_2540348160_CP001397,3416,VIRSorter_2540348160_CP001397-gene_2517-gene_2670,154,3,,,,gene_2579-gene_2670:9.11556864233973;gene_2517-gene_2571:3.32441171621069,gene_2556-gene_2655:2.88105483768515,,
VIRSorter_2540348160_CP001397,3416,VIRSorter_2540348160_CP001397-gene_2886-gene_3002,117,3,,,,gene_2903-gene_3002:7.71465317142390,gene_2886-gene_2985:4.56659530759545,,
VIRSorter_2540348160_CP001397,3416,VIRSorter_2540348160_CP001397-gene_592-gene_685,94,3,,,,gene_592-gene_685:29.22624356166861,gene_592-gene_685:14.88819000997054,,
VIRSorter_2540348203_FO203427,3295,VIRSorter_2540348203_FO203427-gene_1208-gene_1305,98,3,,,,gene_1208-gene_1305:13.51261548152505,gene_1208-gene_1305:6.88416790200086,,
VIRSorter_2540348206_FO203363,3667,VIRSorter_2540348206_FO203363-gene_1760-gene_1836,77,3,,,,gene_1760-gene_1836:7.42710066049776,gene_1768-gene_1807:3.21698245434052,,
VIRSorter_2540355318_H276DRAFT_scaffold00001_1-circular,3704,VIRSorter_2540355318_H276DRAFT_scaffold00001_1-circular-gene_3197-gene_3291,95,3,,,,gene_3197-gene_3291:17.14897860798251,gene_3210-gene_3282:9.48959317605373,,
VIRSorter_2549075848_RCA23c,3168,VIRSorter_2549075848_RCA23c-gene_1269-gene_1366,98,3,,,,gene_1269-gene_1366:11.15837016527817,gene_1269-gene_1313:5.84769033763539,,
VIRSorter_2551322073_A132DRAFT_AJYX01000047_1_47-circular,39,VIRSorter_2551322073_A132DRAFT_AJYX01000047_1_47-circular-gene_10-gene_29,20,3,,,,gene_10-gene_27:7.77545507438175,gene_10-gene_29:4.94537818341968,,
VIRSorter_2554309016_CP006643,4864,VIRSorter_2554309016_CP006643-gene_4315-gene_4347,33,3,,,,gene_4324-gene_4347:8.77364288881537,gene_4315-gene_4342:3.28958523518946,,
VIRSorter_2556981731_CP006939,3312,VIRSorter_2556981731_CP006939-gene_599-gene_686,88,3,,,,gene_599-gene_686:11.92164237671342,gene_612-gene_659:6.47742636092964,,
VIRSorter_2558913389_P161DRAFT_scf7180000000002_quiver_dupTrim_7254_1,3453,VIRSorter_2558913389_P161DRAFT_scf7180000000002_quiver_dupTrim_7254_1-gene_1327-gene_1405,79,3,,,,gene_1327-gene_1405:13.44280976556063,gene_1337-gene_1403:3.03371318254943,,
VIRSorter_2558913389_P161DRAFT_scf7180000000002_quiver_dupTrim_7254_1,3453,VIRSorter_2558913389_P161DRAFT_scf7180000000002_quiver_dupTrim_7254_1-gene_2929-gene_2945,17,3,,,,gene_2929-gene_2945:6.11295363861637,gene_2929-gene_2945:2.80232706749255,,
VIRSorter_2558913389_P161DRAFT_scf7180000000002_quiver_dupTrim_7254_1,3453,VIRSorter_2558913389_P161DRAFT_scf7180000000002_quiver_dupTrim_7254_1-gene_719-gene_775,57,3,,,,gene_719-gene_775:10.30402104178831,gene_719-gene_769:6.20743152739535,,
VIRSorter_2558913391_P176DRAFT_scf7180000000002_quiver_dupTrim_6579_1,3571,VIRSorter_2558913391_P176DRAFT_scf7180000000002_quiver_dupTrim_6579_1-gene_1705-gene_1720,16,3,,,,gene_1705-gene_1720:5.41558265867539,gene_1705-gene_1718:2.31486201008070,,
VIRSorter_2558913391_P176DRAFT_scf7180000000002_quiver_dupTrim_6579_1,3571,VIRSorter_2558913391_P176DRAFT_scf7180000000002_quiver_dupTrim_6579_1-gene_211-gene_301,91,3,,,,gene_211-gene_301:8.64310283227994,gene_211-gene_301:2.29846512052683,,
VIRSorter_2558913391_P176DRAFT_scf7180000000002_quiver_dupTrim_6579_1,3571,VIRSorter_2558913391_P176DRAFT_scf7180000000002_quiver_dupTrim_6579_1-gene_3514-gene_3571,58,3,,,,gene_3514-gene_3571:34.08267325937315,gene_3514-gene_3571:18.80158893429456,,gene_3523-gene_3571:8.76572745712815
VIRSorter_2562628756_CP007203,4689,VIRSorter_2562628756_CP007203-gene_1941-gene_1987,47,3,,,,gene_1941-gene_1987:17.34840854221184,gene_1941-gene_1982:12.81486555262098,,
VIRSorter_2571071633_BS76DRAFT_scf7180000000002_quiver_dupTrim_10022_1,2522,VIRSorter_2571071633_BS76DRAFT_scf7180000000002_quiver_dupTrim_10022_1-gene_2225-gene_2249,25,3,,,,gene_2225-gene_2249:4.05228627380163,gene_2228-gene_2249:2.30479561109584,,
VIRSorter_2576887216_P163DRAFT_scf7180000000039_quiver_5,2307,VIRSorter_2576887216_P163DRAFT_scf7180000000039_quiver_5-gene_2212-gene_2298,87,3,,,,gene_2212-gene_2298:10.78720520346081,gene_2219-gene_2280:3.76731833353192,,
VIRSorter_2576887216_P163DRAFT_scf7180000000039_quiver_5,2307,VIRSorter_2576887216_P163DRAFT_scf7180000000039_quiver_5-gene_969-gene_1044,76,3,,,,gene_974-gene_1044:17.21309743670367,gene_969-gene_1028:4.30407130167997,,
VIRSorter_2596648949_LY87DRAFT_unitig_0_quiver_1,3149,VIRSorter_2596648949_LY87DRAFT_unitig_0_quiver_1-gene_1987-gene_2095,109,3,,,,gene_1999-gene_2095:13.04770712751111,gene_1987-gene_2080:3.46609428712753,,
VIRSorter_2596648949_LY87DRAFT_unitig_0_quiver_1,3149,VIRSorter_2596648949_LY87DRAFT_unitig_0_quiver_1-gene_3027-gene_3104,78,3,,,,gene_3027-gene_3104:7.20559491543855,gene_3027-gene_3090:5.25461687203915,,
VIRSorter_2596658995_LX98DRAFT_unitig_0_quiver_1,4162,VIRSorter_2596658995_LX98DRAFT_unitig_0_quiver_1-gene_1318-gene_1455,138,3,,,,gene_1318-gene_1417:6.31735383020474,gene_1357-gene_1455:3.52497043154160,,
VIRSorter_2596658995_LX98DRAFT_unitig_0_quiver_1,4162,VIRSorter_2596658995_LX98DRAFT_unitig_0_quiver_1-gene_2899-gene_2950,52,3,,,,gene_2899-gene_2950:4.92195075993303,gene_2937-gene_2950:2.24740394347240,,
VIRSorter_2596658995_LX98DRAFT_unitig_0_quiver_1,4162,VIRSorter_2596658995_LX98DRAFT_unitig_0_quiver_1-gene_923-gene_1018,96,3,,,,gene_923-gene_1018:8.65340632113608,gene_923-gene_1015:4.12468447005378,,
VIRSorter_2597512639_Ga0036914_gi564132530_1,3993,VIRSorter_2597512639_Ga0036914_gi564132530_1-gene_1827-gene_1849,23,3,,,,gene_1827-gene_1849:8.19613163310516,gene_1833-gene_1846:4.00126949376902,,
VIRSorter_2597512639_Ga0036914_gi564132530_1,3993,VIRSorter_2597512639_Ga0036914_gi564132530_1-gene_3097-gene_3192,96,3,,,,gene_3097-gene_3192:25.71813070070072,gene_3097-gene_3192:14.95991846146988,,gene_3114-gene_3184:3.90853603417263
VIRSorter_2597512639_Ga0036914_gi564132530_1,3993,VIRSorter_2597512639_Ga0036914_gi564132530_1-gene_3202-gene_3264,63,3,,,,gene_3202-gene_3264:11.52069272109898,gene_3216-gene_3264:8.87103018727836,,
VIRSorter_2622780069_CP011373,2596,VIRSorter_2622780069_CP011373-gene_56-gene_100,45,3,,,,gene_56-gene_100:5.93583339964950,gene_56-gene_93:5.04996971739074,,
VIRSorter_2622780069_CP011373,2596,VIRSorter_2622780069_CP011373-gene_873-gene_915,43,3,,,,gene_873-gene_904:12.61167938859117,gene_873-gene_915:5.81364832107408,,
VIRSorter_2622780072_scf7180000000004,3532,VIRSorter_2622780072_scf7180000000004-gene_1460-gene_1474,15,3,,,,gene_1460-gene_1474:4.73787567311855,gene_1461-gene_1474:4.05532589691146,,gene_1461-gene_1472:4.46220253207159
VIRSorter_2622780072_scf7180000000004,3532,VIRSorter_2622780072_scf7180000000004-gene_3486-gene_3530,45,3,,,,gene_3486-gene_3530:4.03635178904141,gene_3520-gene_3530:2.00767656829020,,
VIRSorter_2627853750_Ga0079189_11,2988,VIRSorter_2627853750_Ga0079189_11-gene_1700-gene_1792,93,3,,,,gene_1700-gene_1792:7.48230557233451,,,gene_1753-gene_1773:2.60288104646280
VIRSorter_2627853750_Ga0079189_11,2988,VIRSorter_2627853750_Ga0079189_11-gene_1958-gene_2025,68,3,,,,gene_1958-gene_2025:8.79055686463241,gene_1986-gene_2008:2.80749549505958,,
VIRSorter_2627929999_Ga0072914_123-circular,22,VIRSorter_2627929999_Ga0072914_123-circular-gene_1-gene_17,17,3,,,,gene_1-gene_17:9.64430480319943,gene_2-gene_17:5.70454059850327,,
VIRSorter_2630977684_Ga0081187_11-circular,6938,VIRSorter_2630977684_Ga0081187_11-circular-gene_1118-gene_1216,99,3,,,,gene_1118-gene_1216:6.32259467856715,gene_1118-gene_1216:2.74763647904437,,
VIRSorter_2630977684_Ga0081187_11-circular,6938,VIRSorter_2630977684_Ga0081187_11-circular-gene_2393-gene_2490,98,3,,,,gene_2393-gene_2490:13.18545365090174,gene_2416-gene_2490:6.22942990877076,,gene_2417-gene_2469:5.47339696451140
VIRSorter_2630977684_Ga0081187_11-circular,6938,VIRSorter_2630977684_Ga0081187_11-circular-gene_2685-gene_2781,97,3,,,,gene_2685-gene_2781:10.35019262802394,gene_2685-gene_2779:3.49899091549062,,gene_2770-gene_2779:2.24407635370229
VIRSorter_2630977684_Ga0081187_11-circular,6938,VIRSorter_2630977684_Ga0081187_11-circular-gene_4673-gene_4770,98,3,,,,gene_4673-gene_4770:11.58600233671750,gene_4673-gene_4725:6.92944545281251,,
VIRSorter_2630977684_Ga0081187_11-circular,6938,VIRSorter_2630977684_Ga0081187_11-circular-gene_5613-gene_5707,95,3,,,,gene_5613-gene_5707:8.70003395755481,gene_5613-gene_5698:4.16762730069024,,
VIRSorter_2630977684_Ga0081187_11-circular,6938,VIRSorter_2630977684_Ga0081187_11-circular-gene_6413-gene_6428,16,3,,,,gene_6413-gene_6428:5.12391416533681,gene_6413-gene_6428:3.33130013863123,,
VIRSorter_2630977689_Ga0081190_11,6851,VIRSorter_2630977689_Ga0081190_11-gene_2458-gene_2557,100,3,,,,gene_2458-gene_2557:11.75512153874840,gene_2458-gene_2522:5.37587698133660,,
VIRSorter_2630977689_Ga0081190_11,6851,VIRSorter_2630977689_Ga0081190_11-gene_4520-gene_4618,99,3,,,,gene_4520-gene_4618:2.75316007077763,gene_4549-gene_4562:2.02871710847538,,gene_4550-gene_4577:5.52224647349547
VIRSorter_2630977689_Ga0081190_11,6851,VIRSorter_2630977689_Ga0081190_11-gene_4792-gene_4891,100,3,,,,gene_4792-gene_4891:7.40893361060509,gene_4818-gene_4830:3.08178842844881,,
VIRSorter_2630977689_Ga0081190_11,6851,VIRSorter_2630977689_Ga0081190_11-gene_6748-gene_6761,14,3,,,,gene_6748-gene_6761:3.76433820465590,gene_6748-gene_6761:3.76433820465590,,gene_6748-gene_6761:6.10483761680069
VIRSorter_2630977689_Ga0081190_11,6851,VIRSorter_2630977689_Ga0081190_11-gene_796-gene_924,129,3,,,,gene_796-gene_895:9.50334230479022,gene_835-gene_924:3.33061039220276,,
VIRSorter_2631041750_Ga0081465_101,6340,VIRSorter_2631041750_Ga0081465_101-gene_1867-gene_1926,60,3,,,,gene_1867-gene_1926:6.18446828548120,gene_1869-gene_1926:2.26913624653280,,
