"Taxon.oid","Domain","Status","Genome.Name","IMG.Genome.ID","Phylum","Class","Order","Family","Genus","Species","NCBI.Taxon.ID","Strain","Cultured","Ecosystem","Ecosystem.Category","Ecosystem.Type","Ecosystem.Subtype","Genome.Size","Gene.Count","Scaffold.Count","GOLD.Analysis.Project.Type","GOLD.Sequencing.Strategy"
2606217317,"Bacteria","Permanent Draft","Prochlorococcus sp. MIT0602",2606217317,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. MIT 0602",1499499,"MIT0602","Yes","Environmental","Aquatic","Marine","Pelagic",1750918,1956,9,"Genome Analysis","Whole Genome Sequencing"
2606217686,"Bacteria","Permanent Draft","Prochlorococcus sp. MIT0603",2606217686,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. MIT 0603",1499500,"MIT0603","Yes","Environmental","Aquatic","Marine","Pelagic",1752482,1954,7,"Genome Analysis","Whole Genome Sequencing"
2606217688,"Bacteria","Finished","Prochlorococcus sp. MIT0604",2606217688,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. MIT 0604",1501268,"MIT 0604","Yes","Environmental","Aquatic","Marine","Pelagic",1780061,2089,1,"Genome Analysis","Whole Genome Sequencing"
2606217684,"Bacteria","Permanent Draft","Prochlorococcus sp. MIT0701",2606217684,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. MIT 0701",1499502,"MIT0701","Yes","Environmental","Aquatic","Marine","Pelagic",2592571,2704,53,"Genome Analysis","Whole Genome Sequencing"
2606217681,"Bacteria","Permanent Draft","Prochlorococcus sp. MIT0702",2606217681,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. MIT 0702",1499503,"MIT0702","Yes","Environmental","Aquatic","Marine","Pelagic",2583057,2706,61,"Genome Analysis","Whole Genome Sequencing"
2606217682,"Bacteria","Permanent Draft","Prochlorococcus sp. MIT0703",2606217682,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. MIT 0703",1499504,"MIT0703","Yes","Environmental","Aquatic","Marine","Pelagic",2575057,2694,61,"Genome Analysis","Whole Genome Sequencing"
2606217560,"Bacteria","Finished","Prochlorococcus sp. MIT0801",2606217560,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. MIT 0801",1501269,"MIT0801","Yes","Environmental","Aquatic","Marine","Pelagic",1929203,2218,1,"Genome Analysis","Whole Genome Sequencing"
2606217692,"Bacteria","Permanent Draft","Prochlorococcus sp. MIT9107",2606217692,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus marinus",59921,"MIT9107","Yes","Environmental","Aquatic","Marine","Pelagic",1699937,1973,13,"Genome Analysis","Whole Genome Sequencing"
2606217690,"Bacteria","Permanent Draft","Prochlorococcus sp. MIT9116",2606217690,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus marinus",167544,"MIT9116","Yes","Environmental","Aquatic","Marine","Pelagic",1685398,1964,22,"Genome Analysis","Whole Genome Sequencing"
2606217318,"Bacteria","Permanent Draft","Prochlorococcus sp. MIT9123",2606217318,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus marinus",167545,"MIT9123","Yes","Environmental","Aquatic","Marine","Pelagic",1697748,1980,18,"Genome Analysis","Whole Genome Sequencing"
2606217687,"Bacteria","Permanent Draft","Prochlorococcus sp. MIT9201",2606217687,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus marinus",93057,"MIT9201","Yes","Environmental","Aquatic","Marine","Pelagic",1672416,1981,21,"Genome Analysis","Whole Genome Sequencing"
647533199,"Bacteria","Permanent Draft","Prochlorococcus sp. MIT9202",647533199,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus marinus",93058,"MIT9202","Yes","Environmental","Aquatic","Marine","Pelagic",1691453,1930,1,"Genome Analysis","Whole Genome Sequencing"
641228501,"Bacteria","Finished","Prochlorococcus sp. MIT9211",641228501,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus marinus",93059,"MIT9211","Yes","Environmental","Aquatic","Marine","Pelagic",1688963,1901,1,"Genome Analysis","Whole Genome Sequencing"
640753041,"Bacteria","Finished","Prochlorococcus sp. MIT9215",640753041,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus marinus",93060,"MIT 9215","Yes","Environmental","Aquatic","Marine","Pelagic",1738790,2059,1,"Genome Analysis","Whole Genome Sequencing"
2606217559,"Bacteria","Finished","Prochlorococcus sp. MIT9215",2606217559,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus marinus",93060,"MIT 9215","Yes","Environmental","Aquatic","Marine","Pelagic",1738790,1999,1,"Genome Analysis","Whole Genome Sequencing"
640069322,"Bacteria","Finished","Prochlorococcus sp. MIT9301",640069322,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus marinus",167546,"MIT 9301","Yes","Environmental","Aquatic","Marine","Pelagic",1641879,1967,1,"Genome Analysis","Whole Genome Sequencing"
2606217691,"Bacteria","Permanent Draft","Prochlorococcus sp. MIT9302",2606217691,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus marinus",74545,"MIT9302","Yes","Environmental","Aquatic","Marine","Pelagic",1745343,2013,17,"Genome Analysis","Whole Genome Sequencing"
640069323,"Bacteria","Finished","Prochlorococcus sp. MIT9303",640069323,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus marinus",59922,"MIT9303","Yes","Environmental","Aquatic","Marine","Pelagic",2682675,3133,1,"Genome Analysis","Whole Genome Sequencing"
2606217680,"Bacteria","Permanent Draft","Prochlorococcus sp. MIT9311",2606217680,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus marinus",167547,"MIT9311","Yes","Environmental","Aquatic","Marine","Pelagic",1711064,1966,17,"Genome Analysis","Whole Genome Sequencing"
2606217312,"Bacteria","Permanent Draft","Prochlorococcus sp. MIT9314",2606217312,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus marinus",167548,"MIT 9314","Yes","Environmental","Aquatic","Marine","Pelagic",1690556,1977,16,"Genome Analysis","Whole Genome Sequencing"
2606217683,"Bacteria","Permanent Draft","Prochlorococcus sp. MIT9321",2606217683,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus marinus",167549,"MIT9321","Yes","Environmental","Aquatic","Marine","Pelagic",1658664,1937,10,"Genome Analysis","Whole Genome Sequencing"
2606217679,"Bacteria","Permanent Draft","Prochlorococcus sp. MIT9322",2606217679,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus marinus",167550,"MIT9322","Yes","Environmental","Aquatic","Marine","Pelagic",1657550,1936,11,"Genome Analysis","Whole Genome Sequencing"
2606217316,"Bacteria","Permanent Draft","Prochlorococcus sp. MIT9401",2606217316,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus marinus",167551,"MIT9401","Yes","Environmental","Aquatic","Marine","Pelagic",1666808,1949,17,"Genome Analysis","Whole Genome Sequencing"
640069324,"Bacteria","Finished","Prochlorococcus sp. MIT9515",640069324,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus marinus",167542,"MIT9515","Yes","Environmental","Aquatic","Marine","Pelagic",1704176,1968,1,"Genome Analysis","Whole Genome Sequencing"
640069325,"Bacteria","Finished","Prochlorococcus sp. NATL1A",640069325,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus marinus",167555,"NATL1A","Yes","Environmental","Aquatic","Marine","Pelagic",1864731,2251,1,"Genome Analysis","Whole Genome Sequencing"
637000212,"Bacteria","Finished","Prochlorococcus sp. NATL2A",637000212,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus marinus",59920,"NATL2A","Yes","Environmental","Aquatic","Marine","Pelagic",1842899,1985,1,"Genome Analysis","Whole Genome Sequencing"
2651870162,"Bacteria","Draft","Prochlorococcus sp. REDSEA-S17_B1",2651870162,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","unclassified",1218,"","No","Environmental","Aquatic","Marine","",1070099,1471,152,"Genome from Metagenome","Metagenome"
2651870163,"Bacteria","Draft","Prochlorococcus sp. REDSEA-S22_B1",2651870163,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","unclassified",1218,"","No","Environmental","Aquatic","Marine","",1010391,1338,113,"Genome from Metagenome","Metagenome"
2651870164,"Bacteria","Draft","Prochlorococcus sp. REDSEA-S23_B1",2651870164,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","unclassified",1218,"","No","Environmental","Aquatic","Marine","",1058971,1381,123,"Genome from Metagenome","Metagenome"
2651870165,"Bacteria","Draft","Prochlorococcus sp. REDSEA-S28_B1",2651870165,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","unclassified",1218,"","No","Environmental","Aquatic","Marine","",926852,1181,101,"Genome from Metagenome","Metagenome"
2606217677,"Bacteria","Permanent Draft","Prochlorococcus sp. SB",2606217677,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus marinus",59926,"SB","Yes","Environmental","Aquatic","Marine","Pelagic",1669823,1924,4,"Genome Analysis","Whole Genome Sequencing"
2648501403,"Bacteria","Permanent Draft","Prochlorococcus sp. scB243_498N8 (unscreened)",2648501403,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. scB243_498N8",1471498,"scB243_498N8","No","Environmental","Aquatic","Marine","Oceanic",762963,951,63,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2639762776,"Bacteria","Permanent Draft","Prochlorococcus sp. scB243_498P15 (unscreened)",2639762776,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. scB243_498P15",1471499,"scB243_498P15","No","Environmental","Aquatic","Marine","Oceanic",1459676,1819,140,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2634166556,"Bacteria","Permanent Draft","Prochlorococcus sp. scB243_498P3 (unscreened)",2634166556,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. scB243_498P3",1471500,"scB243_498P3","No","Environmental","Aquatic","Marine","Oceanic",1431324,1870,254,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2648501290,"Bacteria","Permanent Draft","Prochlorococcus sp. scB245a_518A17 (unscreened)",2648501290,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. scB245a_518A17",1471501,"B245a_518A17","No","Environmental","Aquatic","Marine","",1587139,1922,51,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2645727585,"Bacteria","Permanent Draft","Prochlorococcus sp. scB245a_518A6 (unscreened)",2645727585,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. scB245a_518A6",1471502,"B245a_518A6","No","Environmental","Aquatic","Marine","",1292549,1569,61,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2645727760,"Bacteria","Permanent Draft","Prochlorococcus sp. scB245a_518D8 (unscreened)",2645727760,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. scB245a_518D8",1471503,"B245a_518D8","No","Environmental","Aquatic","Marine","",1281853,1413,75,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2648501812,"Bacteria","Permanent Draft","Prochlorococcus sp. scB245a_518E10 (unscreened)",2648501812,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. scB245a_518E10",1471504,"B245a_518E10","No","Environmental","Aquatic","Marine","",1193844,1360,41,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2654587779,"Bacteria","Permanent Draft","Prochlorococcus sp. scB245a_518I6 (unscreened)",2654587779,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. scB245a_518I6",1471505,"B245a_518I6","No","Environmental","Aquatic","Marine","",1270550,1515,77,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2654587780,"Bacteria","Permanent Draft","Prochlorococcus sp. scB245a_518J7 (unscreened)",2654587780,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. scB245a_518J7",1471506,"B245a_518J7","No","Environmental","Aquatic","Marine","",1242273,1516,77,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2645727806,"Bacteria","Permanent Draft","Prochlorococcus sp. scB245a_518K17 (unscreened)",2645727806,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. scB245a_518K17",1471507,"B245a_518K17","No","Environmental","Aquatic","Marine","",1294076,1584,69,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2654587778,"Bacteria","Permanent Draft","Prochlorococcus sp. scB245a_518O7 (unscreened)",2654587778,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. scB245a_518O7",1471508,"B245a_518O7","No","Environmental","Aquatic","Marine","",1394735,1707,50,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2654587782,"Bacteria","Permanent Draft","Prochlorococcus sp. scB245a_519A13 (unscreened)",2654587782,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. scB245a_519A13",1471509,"B245a_519A13","No","Environmental","Aquatic","Marine","",1084300,1314,52,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2645727953,"Bacteria","Permanent Draft","Prochlorococcus sp. scB245a_519B7 (unscreened)",2645727953,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. scB245a_519B7",1471510,"B245a_519B7","No","Environmental","Aquatic","Marine","",670043,782,21,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2648501432,"Bacteria","Permanent Draft","Prochlorococcus sp. scB245a_519C7 (unscreened)",2648501432,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. scB245a_519C7",1471511,"B245a_519C7","No","Environmental","Aquatic","Marine","",1270275,1510,68,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2654587781,"Bacteria","Permanent Draft","Prochlorococcus sp. scB245a_519D13 (unscreened)",2654587781,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. scB245a_519D13",1471512,"B245a_519D13","No","Environmental","Aquatic","Marine","",1275389,1582,107,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2654587783,"Bacteria","Permanent Draft","Prochlorococcus sp. scB245a_519E23 (unscreened)",2654587783,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. scB245a_519E23",1471513,"B245a_519E23","No","Environmental","Aquatic","Marine","",1079589,1310,66,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2648501767,"Bacteria","Permanent Draft","Prochlorococcus sp. scB245a_519G16 (unscreened)",2648501767,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. scB245a_519G16",1471514,"B245a_519G16","No","Environmental","Aquatic","Marine","",1188883,1466,58,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2648501456,"Bacteria","Permanent Draft","Prochlorococcus sp. scB245a_519L21 (unscreened)",2648501456,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. scB245a_519L21",1471515,"B245a_519L21","No","Environmental","Aquatic","Marine","",1334610,1605,83,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2645727588,"Bacteria","Permanent Draft","Prochlorococcus sp. scB245a_519O11 (unscreened)",2645727588,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. scB245a_519O11",1471516,"B245a_519O11","No","Environmental","Aquatic","Marine","",1211119,1407,59,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2654587734,"Bacteria","Permanent Draft","Prochlorococcus sp. scB245a_519O21 (unscreened)",2654587734,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. scB245a_519O21",1471517,"B245a_519O21","No","Environmental","Aquatic","Marine","",1202371,1409,41,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2648501714,"Bacteria","Permanent Draft","Prochlorococcus sp. scB245a_520B18 (unscreened)",2648501714,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. scB245a_520B18",1471518,"B245a_520B18","No","Environmental","Aquatic","Marine","",1270661,1543,86,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2645727716,"Bacteria","Permanent Draft","Prochlorococcus sp. scB245a_520D2 (unscreened)",2645727716,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. scB245a_520D2",1471519,"B245a_520D2","No","Environmental","Aquatic","Marine","",928509,1110,58,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2645727878,"Bacteria","Permanent Draft","Prochlorococcus sp. scB245a_520E22 (unscreened)",2645727878,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. scB245a_520E22",1471520,"B245a_520E22","No","Environmental","Aquatic","Marine","",1027429,1254,63,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2645727517,"Bacteria","Permanent Draft","Prochlorococcus sp. scB245a_520F22 (unscreened)",2645727517,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. scB245a_520F22",1471521,"B245a_520F22","No","Environmental","Aquatic","Marine","",1273959,1500,58,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2648501142,"Bacteria","Permanent Draft","Prochlorococcus sp. scB245a_520K10 (unscreened)",2648501142,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. scB245a_520K10",1471522,"B245a_520K10","No","Environmental","Aquatic","Marine","",1379939,1647,52,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2645727954,"Bacteria","Permanent Draft","Prochlorococcus sp. scB245a_520M11 (unscreened)",2645727954,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. scB245a_520M11",1471523,"B245a_520M11","No","Environmental","Aquatic","Marine","",376779,496,23,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2654587735,"Bacteria","Permanent Draft","Prochlorococcus sp. scB245a_521A19 (unscreened)",2654587735,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. scB245a_521A19",1471524,"B245a_521A19","No","Environmental","Aquatic","Marine","",1052685,1317,73,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2648501450,"Bacteria","Permanent Draft","Prochlorococcus sp. scB245a_521B10 (unscreened)",2648501450,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. scB245a_521B10",1471525,"B245a_521B10","No","Environmental","Aquatic","Marine","",1485489,1796,64,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2648501807,"Bacteria","Permanent Draft","Prochlorococcus sp. scB245a_521C8 (unscreened)",2648501807,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. scB245a_521C8",1471526,"B245a_521C8","No","Environmental","Aquatic","Marine","",810854,1005,65,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2651869831,"Bacteria","Permanent Draft","Prochlorococcus sp. scB245a_521K15 (unscreened)",2651869831,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. scB245a_521K15",1471527,"B245a_521K15","No","Environmental","Aquatic","Marine","",1379477,1685,67,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2654587612,"Bacteria","Permanent Draft","Prochlorococcus sp. scB245a_521M10 (unscreened)",2654587612,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. scB245a_521M10",1471528,"B245a_521M10","No","Environmental","Aquatic","Marine","",1064639,1326,61,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2645727771,"Bacteria","Permanent Draft","Prochlorococcus sp. scB245a_521N3 (unscreened)",2645727771,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. scB245a_521N3",1471529,"B245a_521N3","No","Environmental","Aquatic","Marine","",479848,597,72,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2654587690,"Bacteria","Permanent Draft","Prochlorococcus sp. scB245a_521N5 (unscreened)",2654587690,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. scB245a_521N5",1471530,"B245a_521N5","No","Environmental","Aquatic","Marine","",688968,884,68,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2648501259,"Bacteria","Permanent Draft","Prochlorococcus sp. scB245a_521O20 (unscreened)",2648501259,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. scB245a_521O20",1471531,"B245a_521O20","No","Environmental","Aquatic","Marine","",1473687,1784,39,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2648501917,"Bacteria","Permanent Draft","Prochlorococcus sp. scB245a_521O23 (unscreened)",2648501917,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. scB245a_521O23",1471532,"scB245a_521O23","No","Environmental","Aquatic","Marine","",790889,987,78,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2606217313,"Bacteria","Permanent Draft","Prochlorococcus sp. SS2",2606217313,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus marinus",167552,"SS2","Yes","Environmental","Aquatic","Marine","Pelagic",1752772,1955,19,"Genome Analysis","Whole Genome Sequencing"
2606217311,"Bacteria","Permanent Draft","Prochlorococcus sp. SS35",2606217311,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus marinus",167553,"SS35","Yes","Environmental","Aquatic","Marine","Pelagic",1751015,1942,9,"Genome Analysis","Whole Genome Sequencing"
2606217315,"Bacteria","Permanent Draft","Prochlorococcus sp. SS51",2606217315,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus marinus",167554,"SS51","Yes","Environmental","Aquatic","Marine","Pelagic",1746977,1941,12,"Genome Analysis","Whole Genome Sequencing"
2606217314,"Bacteria","Permanent Draft","Prochlorococcus sp. SS52",2606217314,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. SS52",1499501,"SS52","Yes","Environmental","Aquatic","Marine","Pelagic",1754053,1956,22,"Genome Analysis","Whole Genome Sequencing"
2551306550,"Bacteria","Permanent Draft","Prochlorococcus sp. W11",2551306550,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. W11",613202,"W11","Yes","Environmental","Aquatic","Marine","Unclassified",766829,968,158,"Genome Analysis","Whole Genome Sequencing"
2551306551,"Bacteria","Permanent Draft","Prochlorococcus sp. W12",2551306551,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. W12",613203,"W12","Yes","Environmental","Aquatic","Marine","Unclassified",423437,754,232,"Genome Analysis","Whole Genome Sequencing"
2551306553,"Bacteria","Permanent Draft","Prochlorococcus sp. W2",2551306553,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. W2",1203261,"W2","Yes","Environmental","Aquatic","Marine","Unclassified",1266767,1581,108,"Genome Analysis","Whole Genome Sequencing"
2551306547,"Bacteria","Permanent Draft","Prochlorococcus sp. W3",2551306547,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. W3",569152,"W3","Yes","Environmental","Aquatic","Marine","Unclassified",339045,592,197,"Genome Analysis","Whole Genome Sequencing"
2551306560,"Bacteria","Permanent Draft","Prochlorococcus sp. W4",2551306560,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. W4",569153,"W4","Yes","Environmental","Aquatic","Marine","Unclassified",765485,1046,104,"Genome Analysis","Whole Genome Sequencing"
2551306555,"Bacteria","Permanent Draft","Prochlorococcus sp. W5",2551306555,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. W5",569154,"W5","Yes","Environmental","Aquatic","Marine","Unclassified",99467,204,92,"Genome Analysis","Whole Genome Sequencing"
2551306661,"Bacteria","Permanent Draft","Prochlorococcus sp. W7",2551306661,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. W7",613198,"W7","Yes","Environmental","Aquatic","Marine","Unclassified",905221,1135,109,"Genome Analysis","Whole Genome Sequencing"
2551306554,"Bacteria","Permanent Draft","Prochlorococcus sp. W8",2551306554,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. W8",613199,"W8","Yes","Environmental","Aquatic","Marine","Unclassified",841756,979,58,"Genome Analysis","Whole Genome Sequencing"
2551306556,"Bacteria","Permanent Draft","Prochlorococcus sp. W9",2551306556,"Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus sp. W9",613200,"W9","Yes","Environmental","Aquatic","Marine","Unclassified",420150,741,211,"Genome Analysis","Whole Genome Sequencing"
2556921657,"Bacteria","Permanent Draft","Prolixibacter bellariivorans ATCC BAA-1284",2556921657,"Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","Prolixibacter","bellariivorans",1408473,"ATCC BAA-1284","Yes","Environmental","Aquatic","Marine","Oceanic",5151245,4285,21,"Genome Analysis","Whole Genome Sequencing"
2574179702,"Bacteria","Permanent Draft","Propionigenium maris DSM 9537",2574179702,"Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Propionigenium","Propionigenium maris",1123000,"DSM 9537","Yes","Environmental","Aquatic","Marine","Intertidal zone",4109009,4052,64,"Genome Analysis","Whole Genome Sequencing"
2609459708,"Bacteria","Draft","Proteobacteria bacterium SCGC AD-598-G19 (contamination screened)",2609459708,"Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified",47936,"SCGC AD-598-G19","No","Environmental","Aquatic","Marine","Oceanic",1046651,990,93,"Single Cell Analysis (screened)","Whole Genome Sequencing"
