"Scaffold.ID","Scaffold.Name","Genome.ID","Genome","Gene.Count","Sequence.Length.bp","GC.Content"
2549013707,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001713_1.709",2548876971,"Salinispora pacifica CNT-133",1,204,0.61
2549013708,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003459_1.710",2548876971,"Salinispora pacifica CNT-133",3,2394,0.71
2549013709,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003462_1.711",2548876971,"Salinispora pacifica CNT-133",1,213,0.75
2549013710,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000144_1.712",2548876971,"Salinispora pacifica CNT-133",1,1486,0.67
2549013711,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000145_1.713",2548876971,"Salinispora pacifica CNT-133",2,5457,0.7
2549013712,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003455_1.714",2548876971,"Salinispora pacifica CNT-133",1,242,0.75
2549013713,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001706_1.715",2548876971,"Salinispora pacifica CNT-133",3,1752,0.67
2549013714,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001702_1.716",2548876971,"Salinispora pacifica CNT-133",1,268,0.63
2549013715,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001705_1.717",2548876971,"Salinispora pacifica CNT-133",1,644,0.68
2549013716,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003437_1.718",2548876971,"Salinispora pacifica CNT-133",2,599,0.71
2549013717,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003427_1.719",2548876971,"Salinispora pacifica CNT-133",3,1729,0.71
2549013718,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000165_1.720",2548876971,"Salinispora pacifica CNT-133",2,472,0.7
2549013719,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003419_1.721",2548876971,"Salinispora pacifica CNT-133",1,651,0.72
2549013720,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003421_1.722",2548876971,"Salinispora pacifica CNT-133",1,459,0.71
2549013721,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000168_1.723",2548876971,"Salinispora pacifica CNT-133",1,606,0.69
2549013722,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001680_1.724",2548876971,"Salinispora pacifica CNT-133",1,594,0.69
2549013723,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000171_1.725",2548876971,"Salinispora pacifica CNT-133",2,1046,0.66
2549013724,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001677_1.726",2548876971,"Salinispora pacifica CNT-133",1,2493,0.69
2549013725,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000174_1.727",2548876971,"Salinispora pacifica CNT-133",1,965,0.71
2549013726,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003400_1.728",2548876971,"Salinispora pacifica CNT-133",2,869,0.73
2549013727,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003414_1.729",2548876971,"Salinispora pacifica CNT-133",2,1354,0.73
2549013728,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000178_1.730",2548876971,"Salinispora pacifica CNT-133",1,641,0.71
2549013729,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003394_1.731",2548876971,"Salinispora pacifica CNT-133",3,957,0.73
2549013730,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001673_1.732",2548876971,"Salinispora pacifica CNT-133",1,646,0.72
2549013731,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003389_1.733",2548876971,"Salinispora pacifica CNT-133",2,605,0.7
2549013732,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003393_1.734",2548876971,"Salinispora pacifica CNT-133",1,343,0.74
2549013733,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000187_1.735",2548876971,"Salinispora pacifica CNT-133",2,208,0.7
2549013734,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003373_1.736",2548876971,"Salinispora pacifica CNT-133",3,1936,0.7
2549013735,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003383_1.737",2548876971,"Salinispora pacifica CNT-133",2,659,0.71
2549013736,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001667_1.738",2548876971,"Salinispora pacifica CNT-133",1,2077,0.71
2549013737,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000194_1.739",2548876971,"Salinispora pacifica CNT-133",1,430,0.76
2549013738,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000198_1.740",2548876971,"Salinispora pacifica CNT-133",1,2062,0.69
2549013739,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003363_1.741",2548876971,"Salinispora pacifica CNT-133",1,456,0.74
2549013740,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003366_1.742",2548876971,"Salinispora pacifica CNT-133",1,520,0.75
2549013741,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003348_1.743",2548876971,"Salinispora pacifica CNT-133",1,229,0.69
2549013742,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003354_1.744",2548876971,"Salinispora pacifica CNT-133",3,1473,0.69
2549013743,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003358_1.745",2548876971,"Salinispora pacifica CNT-133",2,2322,0.69
2549013744,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001644_1.746",2548876971,"Salinispora pacifica CNT-133",2,783,0.7
2549013745,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001650_1.747",2548876971,"Salinispora pacifica CNT-133",1,383,0.73
2549013746,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003325_1.748",2548876971,"Salinispora pacifica CNT-133",1,343,0.7
2549013747,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001632_1.749",2548876971,"Salinispora pacifica CNT-133",1,611,0.65
2549013748,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003321_1.750",2548876971,"Salinispora pacifica CNT-133",3,1240,0.72
2549013749,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001637_1.751",2548876971,"Salinispora pacifica CNT-133",1,1541,0.67
2549013750,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003314_1.752",2548876971,"Salinispora pacifica CNT-133",1,703,0.63
2549013751,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000225_1.753",2548876971,"Salinispora pacifica CNT-133",1,620,0.74
2549013752,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001629_1.754",2548876971,"Salinispora pacifica CNT-133",1,668,0.69
2549013753,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000235_1.755",2548876971,"Salinispora pacifica CNT-133",2,801,0.7
2549013754,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003301_1.756",2548876971,"Salinispora pacifica CNT-133",4,1638,0.69
2549013755,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000237_1.757",2548876971,"Salinispora pacifica CNT-133",1,622,0.67
2549013756,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001625_1.758",2548876971,"Salinispora pacifica CNT-133",2,610,0.72
2549013757,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003288_1.759",2548876971,"Salinispora pacifica CNT-133",2,571,0.69
2549013758,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003278_1.760",2548876971,"Salinispora pacifica CNT-133",2,3256,0.69
2549013759,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000249_1.761",2548876971,"Salinispora pacifica CNT-133",1,631,0.71
2549013760,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003277_1.762",2548876971,"Salinispora pacifica CNT-133",2,1518,0.72
2549013761,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001620_1.763",2548876971,"Salinispora pacifica CNT-133",3,2383,0.69
2549013762,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003269_1.764",2548876971,"Salinispora pacifica CNT-133",1,246,0.74
2549013763,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001616_1.765",2548876971,"Salinispora pacifica CNT-133",2,659,0.73
2549013764,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003257_1.766",2548876971,"Salinispora pacifica CNT-133",1,922,0.69
2549013765,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001615_1.767",2548876971,"Salinispora pacifica CNT-133",1,208,0.68
2549013766,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000261_1.768",2548876971,"Salinispora pacifica CNT-133",2,1225,0.7
2549013767,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003251_1.769",2548876971,"Salinispora pacifica CNT-133",3,1468,0.7
2549013768,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003255_1.770",2548876971,"Salinispora pacifica CNT-133",1,365,0.68
2549013769,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003248_1.771",2548876971,"Salinispora pacifica CNT-133",1,1385,0.69
2549013770,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001607_1.772",2548876971,"Salinispora pacifica CNT-133",2,1643,0.69
2549013771,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000270_1.773",2548876971,"Salinispora pacifica CNT-133",2,904,0.66
2549013772,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001606_1.774",2548876971,"Salinispora pacifica CNT-133",1,624,0.69
2549013773,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000274_1.775",2548876971,"Salinispora pacifica CNT-133",0,215,0.67
2549013774,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003246_1.776",2548876971,"Salinispora pacifica CNT-133",1,759,0.68
2549013775,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001603_1.777",2548876971,"Salinispora pacifica CNT-133",1,953,0.63
2549013776,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003238_1.778",2548876971,"Salinispora pacifica CNT-133",2,924,0.69
2549013777,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003224_1.779",2548876971,"Salinispora pacifica CNT-133",1,432,0.71
2549013778,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003235_1.780",2548876971,"Salinispora pacifica CNT-133",2,674,0.72
2549013779,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003221_1.781",2548876971,"Salinispora pacifica CNT-133",1,657,0.68
2549013780,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000286_1.782",2548876971,"Salinispora pacifica CNT-133",2,575,0.67
2549013781,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003217_1.783",2548876971,"Salinispora pacifica CNT-133",1,301,0.66
2549013782,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000289_1.784",2548876971,"Salinispora pacifica CNT-133",2,1042,0.72
2549013783,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003215_1.785",2548876971,"Salinispora pacifica CNT-133",2,401,0.7
2549013784,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000291_1.786",2548876971,"Salinispora pacifica CNT-133",2,1149,0.7
2549013785,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000292_1.787",2548876971,"Salinispora pacifica CNT-133",1,336,0.73
2549013786,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003213_1.788",2548876971,"Salinispora pacifica CNT-133",1,312,0.67
2549013787,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001588_1.789",2548876971,"Salinispora pacifica CNT-133",1,407,0.65
2549013788,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001590_1.790",2548876971,"Salinispora pacifica CNT-133",1,439,0.64
2549013789,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003193_1.791",2548876971,"Salinispora pacifica CNT-133",1,266,0.74
2549013790,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003189_1.792",2548876971,"Salinispora pacifica CNT-133",1,355,0.68
2549013791,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003184_1.793",2548876971,"Salinispora pacifica CNT-133",1,1097,0.64
2549013792,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000305_1.794",2548876971,"Salinispora pacifica CNT-133",1,875,0.7
2549013793,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003170_1.795",2548876971,"Salinispora pacifica CNT-133",1,298,0.68
2549013794,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003158_1.796",2548876971,"Salinispora pacifica CNT-133",10,5986,0.69
2549013795,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000312_1.797",2548876971,"Salinispora pacifica CNT-133",1,626,0.7
2549013796,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000316_1.798",2548876971,"Salinispora pacifica CNT-133",2,1140,0.67
2549013797,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000317_1.799",2548876971,"Salinispora pacifica CNT-133",2,1627,0.73
2549013798,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003147_1.800",2548876971,"Salinispora pacifica CNT-133",1,711,0.73
2549013799,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000321_1.801",2548876971,"Salinispora pacifica CNT-133",1,375,0.7
2549013800,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003139_1.802",2548876971,"Salinispora pacifica CNT-133",2,1053,0.67
2549013801,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003141_1.803",2548876971,"Salinispora pacifica CNT-133",1,203,0.72
2549013802,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003145_1.804",2548876971,"Salinispora pacifica CNT-133",2,933,0.69
2549013803,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000331_1.805",2548876971,"Salinispora pacifica CNT-133",1,648,0.72
2549013804,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003128_1.806",2548876971,"Salinispora pacifica CNT-133",1,359,0.74
2549013805,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003123_1.807",2548876971,"Salinispora pacifica CNT-133",3,2654,0.7
2549013806,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003124_1.808",2548876971,"Salinispora pacifica CNT-133",1,1563,0.68
2549013807,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001559_1.809",2548876971,"Salinispora pacifica CNT-133",1,211,0.68
2549013808,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003101_1.810",2548876971,"Salinispora pacifica CNT-133",1,742,0.71
2549013809,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003106_1.811",2548876971,"Salinispora pacifica CNT-133",1,238,0.74
2549013810,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003107_1.812",2548876971,"Salinispora pacifica CNT-133",1,525,0.7
2549013811,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000350_1.813",2548876971,"Salinispora pacifica CNT-133",1,294,0.73
2549013812,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003089_1.814",2548876971,"Salinispora pacifica CNT-133",1,388,0.71
2549013813,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000352_1.815",2548876971,"Salinispora pacifica CNT-133",1,750,0.73
2549013814,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003085_1.816",2548876971,"Salinispora pacifica CNT-133",1,1063,0.66
2549013815,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000357_1.817",2548876971,"Salinispora pacifica CNT-133",1,558,0.71
2549013816,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001531_1.818",2548876971,"Salinispora pacifica CNT-133",2,431,0.74
2549013817,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003076_1.819",2548876971,"Salinispora pacifica CNT-133",1,263,0.73
2549013818,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003077_1.820",2548876971,"Salinispora pacifica CNT-133",4,3498,0.68
2549013819,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001535_1.821",2548876971,"Salinispora pacifica CNT-133",1,207,0.61
2549013820,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003064_1.822",2548876971,"Salinispora pacifica CNT-133",5,3711,0.7
2549013821,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003071_1.823",2548876971,"Salinispora pacifica CNT-133",1,267,0.7
2549013822,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001526_1.824",2548876971,"Salinispora pacifica CNT-133",2,1066,0.72
2549013823,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001528_1.825",2548876971,"Salinispora pacifica CNT-133",3,2775,0.68
2549013824,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003061_1.826",2548876971,"Salinispora pacifica CNT-133",1,740,0.74
2549013825,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000369_1.827",2548876971,"Salinispora pacifica CNT-133",1,220,0.74
2549013826,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003057_1.828",2548876971,"Salinispora pacifica CNT-133",1,367,0.76
2549013827,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000371_1.829",2548876971,"Salinispora pacifica CNT-133",1,1372,0.74
2549013828,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003053_1.830",2548876971,"Salinispora pacifica CNT-133",1,556,0.69
2549013829,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001518_1.831",2548876971,"Salinispora pacifica CNT-133",1,408,0.74
2549013830,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001520_1.832",2548876971,"Salinispora pacifica CNT-133",5,4612,0.69
2549013831,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000375_1.833",2548876971,"Salinispora pacifica CNT-133",1,1028,0.7
2549013832,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003046_1.834",2548876971,"Salinispora pacifica CNT-133",1,292,0.68
2549013833,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001514_1.835",2548876971,"Salinispora pacifica CNT-133",1,223,0.73
2549013834,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001516_1.836",2548876971,"Salinispora pacifica CNT-133",1,769,0.72
2549013835,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003036_1.837",2548876971,"Salinispora pacifica CNT-133",2,669,0.68
2549013836,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003038_1.838",2548876971,"Salinispora pacifica CNT-133",2,1372,0.72
2549013837,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000386_1.839",2548876971,"Salinispora pacifica CNT-133",1,271,0.72
2549013838,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003028_1.840",2548876971,"Salinispora pacifica CNT-133",3,1155,0.7
2549013839,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000389_1.841",2548876971,"Salinispora pacifica CNT-133",2,876,0.64
2549013840,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003022_1.842",2548876971,"Salinispora pacifica CNT-133",1,394,0.74
2549013841,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001501_1.843",2548876971,"Salinispora pacifica CNT-133",2,1257,0.68
2549013842,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000396_1.844",2548876971,"Salinispora pacifica CNT-133",1,363,0.74
2549013843,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003005_1.845",2548876971,"Salinispora pacifica CNT-133",1,386,0.73
2549013844,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003009_1.846",2548876971,"Salinispora pacifica CNT-133",1,221,0.76
2549013845,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01003015_1.847",2548876971,"Salinispora pacifica CNT-133",2,2278,0.72
2549013846,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000400_1.848",2548876971,"Salinispora pacifica CNT-133",3,1473,0.73
2549013847,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002998_1.849",2548876971,"Salinispora pacifica CNT-133",2,1862,0.67
2549013848,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002996_1.850",2548876971,"Salinispora pacifica CNT-133",1,238,0.72
2549013849,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002994_1.851",2548876971,"Salinispora pacifica CNT-133",2,1007,0.72
2549013850,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001481_1.852",2548876971,"Salinispora pacifica CNT-133",1,975,0.71
2549013851,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002971_1.853",2548876971,"Salinispora pacifica CNT-133",4,2533,0.7
2549013852,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002981_1.854",2548876971,"Salinispora pacifica CNT-133",1,514,0.72
2549013853,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000411_1.855",2548876971,"Salinispora pacifica CNT-133",1,655,0.74
2549013854,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000412_1.856",2548876971,"Salinispora pacifica CNT-133",1,251,0.64
2549013855,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000416_1.857",2548876971,"Salinispora pacifica CNT-133",1,780,0.71
2549013856,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001469_1.858",2548876971,"Salinispora pacifica CNT-133",1,403,0.72
2549013857,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000420_1.859",2548876971,"Salinispora pacifica CNT-133",1,1184,0.72
2549013858,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002951_1.860",2548876971,"Salinispora pacifica CNT-133",1,201,0.69
2549013859,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002952_1.861",2548876971,"Salinispora pacifica CNT-133",2,904,0.69
2549013860,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002933_1.862",2548876971,"Salinispora pacifica CNT-133",2,1607,0.7
2549013861,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002946_1.863",2548876971,"Salinispora pacifica CNT-133",1,438,0.7
2549013862,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001465_1.864",2548876971,"Salinispora pacifica CNT-133",1,910,0.68
2549013863,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002906_1.865",2548876971,"Salinispora pacifica CNT-133",1,318,0.73
2549013864,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002922_1.866",2548876971,"Salinispora pacifica CNT-133",1,415,0.75
2549013865,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002929_1.867",2548876971,"Salinispora pacifica CNT-133",1,2401,0.7
2549013866,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001462_1.868",2548876971,"Salinispora pacifica CNT-133",1,715,0.71
2549013867,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000442_1.869",2548876971,"Salinispora pacifica CNT-133",1,848,0.69
2549013868,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002860_1.870",2548876971,"Salinispora pacifica CNT-133",1,515,0.72
2549013869,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000444_1.871",2548876971,"Salinispora pacifica CNT-133",1,293,0.66
2549013870,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002846_1.872",2548876971,"Salinispora pacifica CNT-133",1,625,0.74
2549013871,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000449_1.873",2548876971,"Salinispora pacifica CNT-133",2,1260,0.72
2549013872,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000453_1.874",2548876971,"Salinispora pacifica CNT-133",1,1592,0.7
2549013873,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002810_1.875",2548876971,"Salinispora pacifica CNT-133",1,382,0.72
2549013874,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002799_1.876",2548876971,"Salinispora pacifica CNT-133",2,1311,0.68
2549013875,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002786_1.877",2548876971,"Salinispora pacifica CNT-133",1,302,0.74
2549013876,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002788_1.878",2548876971,"Salinispora pacifica CNT-133",1,1872,0.7
2549013877,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000465_1.879",2548876971,"Salinispora pacifica CNT-133",0,395,0.68
2549013878,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002782_1.880",2548876971,"Salinispora pacifica CNT-133",1,271,0.75
2549013879,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000468_1.881",2548876971,"Salinispora pacifica CNT-133",1,393,0.66
2549013880,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001434_1.882",2548876971,"Salinispora pacifica CNT-133",1,367,0.74
2549013881,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002781_1.883",2548876971,"Salinispora pacifica CNT-133",3,1724,0.68
2549013882,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001432_1.884",2548876971,"Salinispora pacifica CNT-133",4,3811,0.7
2549013883,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000472_1.885",2548876971,"Salinispora pacifica CNT-133",2,463,0.72
2549013884,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002780_1.886",2548876971,"Salinispora pacifica CNT-133",1,473,0.71
2549013885,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002747_1.887",2548876971,"Salinispora pacifica CNT-133",2,804,0.72
2549013886,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002744_1.888",2548876971,"Salinispora pacifica CNT-133",2,860,0.7
2549013887,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000486_1.889",2548876971,"Salinispora pacifica CNT-133",1,764,0.69
2549013888,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002740_1.890",2548876971,"Salinispora pacifica CNT-133",2,973,0.73
2549013889,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002727_1.891",2548876971,"Salinispora pacifica CNT-133",1,527,0.72
2549013890,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001413_1.892",2548876971,"Salinispora pacifica CNT-133",1,404,0.74
2549013891,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002704_1.893",2548876971,"Salinispora pacifica CNT-133",2,1037,0.65
2549013892,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002721_1.894",2548876971,"Salinispora pacifica CNT-133",1,463,0.65
2549013893,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001411_1.895",2548876971,"Salinispora pacifica CNT-133",1,929,0.73
2549013894,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001402_1.896",2548876971,"Salinispora pacifica CNT-133",1,682,0.72
2549013895,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002702_1.897",2548876971,"Salinispora pacifica CNT-133",1,518,0.73
2549013896,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000504_1.898",2548876971,"Salinispora pacifica CNT-133",1,482,0.72
2549013897,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000510_1.899",2548876971,"Salinispora pacifica CNT-133",1,300,0.74
2549013898,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002674_1.900",2548876971,"Salinispora pacifica CNT-133",2,2184,0.69
