"Contig_id","Nb.genes.contigs","Fragment","Nb.genes","Category","Nb.phage.hallmark.genes","Phage.gene.enrichment.sig","Non.Caudovirales.phage.gene.enrichment.sig","Pfam.depletion.sig","Uncharacterized.enrichment.sig","Strand.switch.depletion.sig","Short.genes.enrichment.sig","IMG.Genome.ID"
"2507281848_Syn8016_Contig50_1",2802,"2507281848_Syn8016_Contig50_1-gene_33-gene_80",48,3,NA,"","","gene_33-gene_80:24.05529802888273","gene_33-gene_80:22.12853697773352","","","2507281848"
"2508501100_Desgi_Contig329_1",4593,"2508501100_Desgi_Contig329_1-gene_1565-gene_1600",36,3,NA,"","","gene_1565-gene_1600:9.79083950861274","gene_1565-gene_1587:4.64405729135239","","","2508501100"
"2508501100_Desgi_Contig329_1",4593,"2508501100_Desgi_Contig329_1-gene_3877-gene_3956",80,3,NA,"","","gene_3877-gene_3956:4.97913501826123","gene_3877-gene_3956:2.48315441141943","","","2508501100"
"2508501804_MetalDRAFT_MAF_1",3974,"2508501804_MetalDRAFT_MAF_1-gene_2026-gene_2093",68,3,NA,"","","gene_2031-gene_2093:7.92272727871295","gene_2026-gene_2089:3.06564126238951","","","2508501804"
"2508501806_Cyagr_Contig81",3372,"2508501806_Cyagr_Contig81-gene_136-gene_205",70,3,NA,"","","gene_136-gene_205:13.37789977258600","gene_136-gene_205:8.02795935357589","","","2508501806"
"2508501806_Cyagr_Contig81",3372,"2508501806_Cyagr_Contig81-gene_1642-gene_1736",95,3,NA,"","","gene_1642-gene_1736:8.02381275347117","gene_1651-gene_1736:4.32803078633407","","","2508501806"
"2508501806_Cyagr_Contig81",3372,"2508501806_Cyagr_Contig81-gene_238-gene_299",62,3,NA,"","","gene_238-gene_299:8.36829975839170","gene_263-gene_299:2.98460860492989","","","2508501806"
"2508501806_Cyagr_Contig81",3372,"2508501806_Cyagr_Contig81-gene_2423-gene_2451",29,3,NA,"","","gene_2423-gene_2451:8.43075386505576","gene_2430-gene_2451:7.14378369682392","","","2508501806"
"2508501807_SacmaDRAFT_SMG_1",5772,"2508501807_SacmaDRAFT_SMG_1-gene_13-gene_105",93,3,NA,"","","gene_13-gene_105:17.40914905946246","gene_21-gene_105:10.01199059837086","","","2508501807"
"2508501807_SacmaDRAFT_SMG_1",5772,"2508501807_SacmaDRAFT_SMG_1-gene_4114-gene_4201",88,3,NA,"","","gene_4114-gene_4201:16.72584230188498","gene_4134-gene_4171:12.27744165497700","","","2508501807"
"2508501807_SacmaDRAFT_SMG_1",5772,"2508501807_SacmaDRAFT_SMG_1-gene_5225-gene_5315",91,3,NA,"","","gene_5225-gene_5315:12.02712841583993","gene_5254-gene_5315:11.88829891717755","","","2508501807"
"2508502185_DespoDRAFT_DPC_1",3646,"2508502185_DespoDRAFT_DPC_1-gene_1149-gene_1251",103,3,NA,"","","gene_1152-gene_1251:8.04483878326339","gene_1149-gene_1248:3.71361734381152","","","2508502185"
"2508502185_DespoDRAFT_DPC_1",3646,"2508502185_DespoDRAFT_DPC_1-gene_3170-gene_3248",79,3,NA,"","","gene_3170-gene_3248:6.02568186352350","gene_3177-gene_3248:3.11959924861404","","gene_3175-gene_3235:3.32760130239669","2508502185"
"2508504277_DesU5LDRAFT_DUA_2",4008,"2508504277_DesU5LDRAFT_DUA_2-gene_1069-gene_1097",29,3,NA,"","","gene_1069-gene_1095:8.60889625349789","gene_1069-gene_1097:2.48727247937138","","","2508504277"
"2508504294_Dsui_Contig73_1",3539,"2508504294_Dsui_Contig73_1-gene_2537-gene_2631",95,3,NA,"","","gene_2537-gene_2631:12.50512910904936","gene_2544-gene_2631:9.27735451975261","","","2508504294"
"2508504488_Thivi_Contig117_1",4581,"2508504488_Thivi_Contig117_1-gene_1415-gene_1615",201,3,NA,"","","gene_1415-gene_1514:5.98578593118455;gene_1518-gene_1615:10.65205429558037","gene_1430-gene_1529:3.06226638213627;gene_1573-gene_1589:2.35394235568641","","","2508504488"
"2508504488_Thivi_Contig117_1",4581,"2508504488_Thivi_Contig117_1-gene_99-gene_198",100,3,NA,"","","gene_99-gene_198:4.76555947142508","gene_102-gene_198:2.01429363699319","","","2508504488"
"2508523590_SpiGrapes_Contig97_1",3221,"2508523590_SpiGrapes_Contig97_1-gene_2389-gene_2418",30,3,NA,"","","gene_2389-gene_2418:9.06592260637618","gene_2389-gene_2417:2.58366108097712","","","2508523590"
"2508523606_Oscil6407DRAFT_Scaffold4_7",2241,"2508523606_Oscil6407DRAFT_Scaffold4_7-gene_2111-gene_2132",22,3,NA,"","","gene_2111-gene_2132:7.32481129547462","gene_2111-gene_2132:7.32481129547462","","","2508523606"
"2508526980_Oweho_Contig158_1",3452,"2508526980_Oweho_Contig158_1-gene_3095-gene_3160",66,3,NA,"","","gene_3095-gene_3160:31.75838246343673","gene_3112-gene_3160:12.54270501803257","","","2508526980"
"2508527216_ThimaDRAFT_TMF_1",4993,"2508527216_ThimaDRAFT_TMF_1-gene_1652-gene_1685",34,3,NA,"","","gene_1652-gene_1685:8.56432849159122","gene_1664-gene_1684:3.40947656091561","","","2508527216"
"2508527216_ThimaDRAFT_TMF_1",4993,"2508527216_ThimaDRAFT_TMF_1-gene_2394-gene_2492",99,3,NA,"","","gene_2394-gene_2492:8.86604795542804","gene_2394-gene_2492:6.18084412662758","","","2508527216"
"2508527225_Haur_641228502",5226,"2508527225_Haur_641228502-gene_2077-gene_2176",100,3,NA,"","","gene_2077-gene_2176:4.12304935822866","gene_2077-gene_2176:2.47039942112056","","","2508527225"
"2509292488_Echvi_Contig97_1",4393,"2509292488_Echvi_Contig97_1-gene_388-gene_431",44,3,NA,"","","gene_388-gene_431:6.44622244357335","gene_398-gene_431:3.15193656669762","","","2509292488"
"2509292496_AlkimDRAFT_AIB_5",3177,"2509292496_AlkimDRAFT_AIB_5-gene_864-gene_915",52,3,NA,"","","gene_864-gene_915:9.84401917427082","gene_864-gene_915:6.95783416985235","","","2509292496"
"2509292655_ThesiDRAFT_TSF_1",2779,"2509292655_ThesiDRAFT_TSF_1-gene_932-gene_1033",102,3,NA,"","","gene_958-gene_1033:13.70218668803686","gene_932-gene_1029:8.69455343916328","","","2509292655"
"2509292657_JoomaDRAFT_JMA_2",3404,"2509292657_JoomaDRAFT_JMA_2-gene_188-gene_250",63,3,NA,"","","gene_188-gene_250:7.99096853869656","gene_188-gene_249:4.36735880124498","","","2509292657"
"2509292776_Syn6312_Contig100_1",3613,"2509292776_Syn6312_Contig100_1-gene_1299-gene_1323",25,3,NA,"","","gene_1299-gene_1323:9.03910545667015","gene_1301-gene_1323:6.15424695643357","","","2509292776"
"2509292776_Syn6312_Contig100_1",3613,"2509292776_Syn6312_Contig100_1-gene_1628-gene_1676",49,3,NA,"","","gene_1628-gene_1676:4.55876146146187","gene_1628-gene_1645:3.06837496685026","","","2509292776"
"2509292776_Syn6312_Contig100_1",3613,"2509292776_Syn6312_Contig100_1-gene_1956-gene_2010",55,3,NA,"","","gene_1956-gene_2010:10.37767174754801","gene_1956-gene_2010:9.38362292064000","","gene_1956-gene_2006:7.19245118244873","2509292776"
"2509292776_Syn6312_Contig100_1",3613,"2509292776_Syn6312_Contig100_1-gene_2632-gene_2800",169,3,NA,"","","gene_2694-gene_2793:24.29639528021549;gene_2632-gene_2679:7.65906879147113","gene_2720-gene_2800:14.27787680640395;gene_2633-gene_2709:8.08836854650135","","gene_2722-gene_2781:10.71226940152950","2509292776"
"2509292776_Syn6312_Contig100_1",3613,"2509292776_Syn6312_Contig100_1-gene_838-gene_888",51,3,NA,"","","gene_838-gene_888:9.25090064226480","gene_838-gene_888:5.52665535481553","","","2509292776"
"2509292804_SapgrDRAFT_Contig123_4",3469,"2509292804_SapgrDRAFT_Contig123_4-gene_1-gene_73",73,3,NA,"","","gene_1-gene_73:8.62117207744346","gene_1-gene_73:7.82276609369412","","","2509292804"
"2509292804_SapgrDRAFT_Contig123_4",3469,"2509292804_SapgrDRAFT_Contig123_4-gene_130-gene_275",146,3,NA,"","","gene_130-gene_222:7.16505242125328","gene_184-gene_275:4.81872667851542","","","2509292804"
"2509292804_SapgrDRAFT_Contig123_4",3469,"2509292804_SapgrDRAFT_Contig123_4-gene_2428-gene_2503",76,3,NA,"","","gene_2428-gene_2503:4.77673717217760","gene_2428-gene_2503:2.86048445713376","","","2509292804"
"2509292804_SapgrDRAFT_Contig123_4",3469,"2509292804_SapgrDRAFT_Contig123_4-gene_2813-gene_2855",43,3,NA,"","","gene_2813-gene_2855:6.02681779569733","gene_2813-gene_2855:2.55012108674202","","","2509292804"
"2509292804_SapgrDRAFT_Contig123_4",3469,"2509292804_SapgrDRAFT_Contig123_4-gene_2968-gene_3004",37,3,NA,"","","gene_2968-gene_3004:4.81788990899324","gene_2968-gene_3004:2.97209427860068","","","2509292804"
"2509292804_SapgrDRAFT_Contig123_4",3469,"2509292804_SapgrDRAFT_Contig123_4-gene_3093-gene_3180",88,3,NA,"","","gene_3093-gene_3180:5.11057256393122","gene_3119-gene_3138:4.31417476693134","","","2509292804"
"2509292804_SapgrDRAFT_Contig123_4",3469,"2509292804_SapgrDRAFT_Contig123_4-gene_314-gene_409",96,3,NA,"","","gene_314-gene_409:12.98549556413702","gene_314-gene_409:7.74630777174194","","","2509292804"
"2509292804_SapgrDRAFT_Contig123_4",3469,"2509292804_SapgrDRAFT_Contig123_4-gene_3391-gene_3469",79,3,NA,"","","gene_3391-gene_3469:9.83192459996396","gene_3391-gene_3469:6.75945195581248","","","2509292804"
"2509297909_Dacsa_Contig126_1",3494,"2509297909_Dacsa_Contig126_1-gene_2715-gene_2771",57,3,NA,"","","gene_2715-gene_2771:5.11958876020765","","","gene_2718-gene_2770:8.64881409794668","2509297909"
"2509297912_Fleli_Contig445_1",4046,"2509297912_Fleli_Contig445_1-gene_133-gene_195",63,3,NA,"","","gene_133-gene_195:14.68257385768505","gene_133-gene_195:13.61200632580158","","","2509297912"
"2509297912_Fleli_Contig445_1",4046,"2509297912_Fleli_Contig445_1-gene_2126-gene_2206",81,3,NA,"","","gene_2126-gene_2206:6.84619061557381","gene_2126-gene_2206:4.14253279031923","","","2509297912"
"2509297912_Fleli_Contig445_1",4046,"2509297912_Fleli_Contig445_1-gene_2290-gene_2356",67,3,NA,"","","gene_2290-gene_2356:23.04668710104499","gene_2290-gene_2355:19.87479783984842","","","2509297912"
"2509297912_Fleli_Contig445_1",4046,"2509297912_Fleli_Contig445_1-gene_248-gene_347",100,3,NA,"","","gene_248-gene_347:13.18268371159858","gene_248-gene_347:11.61201915407743","","","2509297912"
"2509297912_Fleli_Contig445_1",4046,"2509297912_Fleli_Contig445_1-gene_2599-gene_2692",94,3,NA,"","","gene_2599-gene_2692:5.54134863583865","gene_2622-gene_2692:3.96575780377743","","","2509297912"
"2509297912_Fleli_Contig445_1",4046,"2509297912_Fleli_Contig445_1-gene_3180-gene_3285",106,3,NA,"","","gene_3186-gene_3285:6.04040589306447","gene_3180-gene_3278:3.86480174503149","","","2509297912"
"2509297912_Fleli_Contig445_1",4046,"2509297912_Fleli_Contig445_1-gene_3321-gene_3339",19,3,NA,"","","gene_3321-gene_3339:6.98379325326226","gene_3321-gene_3339:6.98379325326226","","","2509297912"
"2509602057_Halha_Contig26_1",2570,"2509602057_Halha_Contig26_1-gene_1873-gene_1921",49,3,NA,"","","gene_1873-gene_1921:6.44272037705993","gene_1876-gene_1921:4.94507408466129","","gene_1875-gene_1921:10.63360430100385","2509602057"
"2509603441_Mic7126DRAFT_MPQ_3",4587,"2509603441_Mic7126DRAFT_MPQ_3-gene_1027-gene_1118",92,3,NA,"","","gene_1027-gene_1118:8.72114866158862","gene_1027-gene_1104:6.92480794908062","","","2509603441"
"2509603441_Mic7126DRAFT_MPQ_3",4587,"2509603441_Mic7126DRAFT_MPQ_3-gene_1175-gene_1197",23,3,NA,"","","gene_1175-gene_1197:7.64941831099472","gene_1175-gene_1197:7.64941831099472","","","2509603441"
"2509603441_Mic7126DRAFT_MPQ_3",4587,"2509603441_Mic7126DRAFT_MPQ_3-gene_1428-gene_1447",20,3,NA,"","","gene_1428-gene_1447:5.72869814594194","gene_1428-gene_1447:4.19117975589021","","","2509603441"
"2509603441_Mic7126DRAFT_MPQ_3",4587,"2509603441_Mic7126DRAFT_MPQ_3-gene_3096-gene_3124",29,3,NA,"","","gene_3096-gene_3124:8.29524452768542","gene_3096-gene_3120:4.55325177663307","","","2509603441"
"2509603441_Mic7126DRAFT_MPQ_3",4587,"2509603441_Mic7126DRAFT_MPQ_3-gene_3385-gene_3405",21,3,NA,"","","gene_3385-gene_3405:8.24902176978718","gene_3385-gene_3405:4.80856409477529","","","2509603441"
"2509603441_Mic7126DRAFT_MPQ_3",4587,"2509603441_Mic7126DRAFT_MPQ_3-gene_3656-gene_3750",95,3,NA,"","","gene_3656-gene_3750:19.50294330208353","gene_3656-gene_3745:6.46209442254818","","","2509603441"
"2509603441_Mic7126DRAFT_MPQ_3",4587,"2509603441_Mic7126DRAFT_MPQ_3-gene_4198-gene_4275",78,3,NA,"","","gene_4198-gene_4275:7.67257404241956","gene_4198-gene_4275:3.52160096582771","","","2509603441"
"2509603441_Mic7126DRAFT_MPQ_3",4587,"2509603441_Mic7126DRAFT_MPQ_3-gene_4515-gene_4582",68,3,NA,"","","gene_4515-gene_4582:7.75931063269573","gene_4515-gene_4553:6.79290717959062","","","2509603441"
"2509603442_HolfoDRAFT_HFA_1",3069,"2509603442_HolfoDRAFT_HFA_1-gene_1455-gene_1517",63,3,NA,"","","gene_1455-gene_1517:7.19794216053144","gene_1457-gene_1517:3.97454123222174","","","2509603442"
"2509603442_HolfoDRAFT_HFA_1",3069,"2509603442_HolfoDRAFT_HFA_1-gene_2987-gene_3056",70,3,NA,"","","gene_2987-gene_3056:5.03881261331731","gene_2990-gene_3056:2.46119857698188","","","2509603442"
"2509603442_HolfoDRAFT_HFA_1",3069,"2509603442_HolfoDRAFT_HFA_1-gene_514-gene_551",38,3,NA,"","","gene_514-gene_551:17.51370456829315","gene_521-gene_551:15.02823868721111","","","2509603442"
"2509603442_HolfoDRAFT_HFA_1",3069,"2509603442_HolfoDRAFT_HFA_1-gene_626-gene_712",87,3,NA,"","","gene_626-gene_712:12.04897771753215","gene_626-gene_692:8.28464966822881","","","2509603442"
"2509604727_LepboDRAFT_LPC_1",5811,"2509604727_LepboDRAFT_LPC_1-gene_2603-gene_2645",43,3,NA,"","","gene_2603-gene_2645:13.90545460619936","gene_2607-gene_2645:11.48599583550167","","","2509604727"
"2509604727_LepboDRAFT_LPC_1",5811,"2509604727_LepboDRAFT_LPC_1-gene_2978-gene_3034",57,3,NA,"","","gene_2978-gene_3034:7.40840814625281","gene_2978-gene_3034:5.70074789010570","","","2509604727"
"2509604727_LepboDRAFT_LPC_1",5811,"2509604727_LepboDRAFT_LPC_1-gene_3760-gene_3780",21,3,NA,"","","gene_3760-gene_3780:6.26419568130075","gene_3761-gene_3780:4.08736924549376","","","2509604727"
"2509604727_LepboDRAFT_LPC_1",5811,"2509604727_LepboDRAFT_LPC_1-gene_4889-gene_4911",23,3,NA,"","","gene_4889-gene_4911:5.94537871498228","gene_4889-gene_4911:4.54082124464010","","","2509604727"
"2509604727_LepboDRAFT_LPC_1",5811,"2509604727_LepboDRAFT_LPC_1-gene_5565-gene_5594",30,3,NA,"","","gene_5565-gene_5594:12.05291729716769","gene_5569-gene_5592:6.56828154786924","","","2509604727"
"2509604732_Nos7524_Contig213_1",5398,"2509604732_Nos7524_Contig213_1-gene_2985-gene_3004",20,3,NA,"","","gene_2985-gene_3004:4.11969902548141","gene_2985-gene_3004:4.11969902548141","","","2509604732"
"2509605152_CytfeDRAFT_CFC_3",4520,"2509605152_CytfeDRAFT_CFC_3-gene_3652-gene_3728",77,3,NA,"","","gene_3652-gene_3728:18.02113045533435","gene_3652-gene_3728:12.15876528502593","","","2509605152"
"2509605263_FlemaDRAFT_FME_6",4279,"2509605263_FlemaDRAFT_FME_6-gene_3709-gene_3788",80,3,NA,"","","gene_3709-gene_3788:11.04814263187143","gene_3709-gene_3788:10.21403032125116","","","2509605263"
"2509605263_FlemaDRAFT_FME_6",4279,"2509605263_FlemaDRAFT_FME_6-gene_943-gene_992",50,3,NA,"","","gene_943-gene_992:5.82603210294983","gene_943-gene_975:4.59670753712622","","","2509605263"
"2509605379_Syn6308DRAFT_JRD_1",4049,"2509605379_Syn6308DRAFT_JRD_1-gene_2833-gene_2933",101,3,NA,"","","gene_2835-gene_2933:4.44090430547307","gene_2833-gene_2929:2.59334914305464","","","2509605379"
"2509892223_CloalDRAFT_CAG_2",2749,"2509892223_CloalDRAFT_CAG_2-gene_1268-gene_1331",64,3,NA,"","","gene_1268-gene_1331:8.57447294677247","gene_1269-gene_1326:4.90791537653402","","","2509892223"
"2509892223_CloalDRAFT_CAG_2",2749,"2509892223_CloalDRAFT_CAG_2-gene_1611-gene_1657",47,3,NA,"","","gene_1611-gene_1657:7.25544038654206","gene_1611-gene_1657:7.25544038654206","","","2509892223"
"2509892223_CloalDRAFT_CAG_2",2749,"2509892223_CloalDRAFT_CAG_2-gene_2190-gene_2246",57,3,NA,"","","gene_2190-gene_2246:4.45250320549166","gene_2190-gene_2246:2.99914230369917","","","2509892223"
"2509892223_CloalDRAFT_CAG_2",2749,"2509892223_CloalDRAFT_CAG_2-gene_2599-gene_2708",110,3,NA,"","","gene_2609-gene_2708:8.85702365706974","gene_2599-gene_2696:7.33680670125046","","","2509892223"
"2509892223_CloalDRAFT_CAG_2",2749,"2509892223_CloalDRAFT_CAG_2-gene_967-gene_990",24,3,NA,"","","gene_967-gene_990:5.47347504766602","gene_967-gene_988:4.27006838886226","","","2509892223"
"2510065581_Riv7116_Contig398_1",6626,"2510065581_Riv7116_Contig398_1-gene_1728-gene_1796",69,3,NA,"","","gene_1732-gene_1796:20.33154997271825","gene_1728-gene_1795:15.06368430016940","","","2510065581"
"2510065581_Riv7116_Contig398_1",6626,"2510065581_Riv7116_Contig398_1-gene_4700-gene_4803",104,3,NA,"","","gene_4700-gene_4798:11.71084521802426","gene_4721-gene_4803:6.08064174627379","","","2510065581"
"2510067217_MeichDRAFT_MCF_3",2988,"2510067217_MeichDRAFT_MCF_3-gene_1519-gene_1552",34,3,NA,"","","gene_1519-gene_1552:17.02070144863244","gene_1519-gene_1552:2.42219177620038","","","2510067217"
"2510067217_MeichDRAFT_MCF_3",2988,"2510067217_MeichDRAFT_MCF_3-gene_172-gene_289",118,3,NA,"","","gene_190-gene_289:19.41091666316084","gene_172-gene_271:15.81184657184125","","gene_203-gene_276:2.17040792006842","2510067217"
"2510067217_MeichDRAFT_MCF_3",2988,"2510067217_MeichDRAFT_MCF_3-gene_2092-gene_2109",18,3,NA,"","","gene_2092-gene_2109:6.45731182488618","gene_2092-gene_2109:6.45731182488618","","","2510067217"
"2510067256_RLO149c",4349,"2510067256_RLO149c-gene_1824-gene_1851",28,3,NA,"","","gene_1826-gene_1851:5.16531530281464","gene_1824-gene_1850:2.37222757887403","","","2510067256"
"2510067256_RLO149c",4349,"2510067256_RLO149c-gene_3522-gene_3586",65,3,NA,"","","gene_3522-gene_3586:4.13660971266059","","","gene_3525-gene_3586:8.16570069755056","2510067256"
"2510436000_Cha6605_Contig56_1",5603,"2510436000_Cha6605_Contig56_1-gene_1135-gene_1211",77,3,NA,"","","gene_1135-gene_1211:9.49000317035158","gene_1135-gene_1211:7.13356613534109","","","2510436000"
"2510436000_Cha6605_Contig56_1",5603,"2510436000_Cha6605_Contig56_1-gene_1268-gene_1356",89,3,NA,"","","gene_1268-gene_1356:11.91118584695396","gene_1274-gene_1356:6.85834573324839","","","2510436000"
"2510436000_Cha6605_Contig56_1",5603,"2510436000_Cha6605_Contig56_1-gene_1478-gene_1550",73,3,NA,"","","gene_1490-gene_1550:10.38997591134181","gene_1478-gene_1550:6.08942206865582","","","2510436000"
"2510436000_Cha6605_Contig56_1",5603,"2510436000_Cha6605_Contig56_1-gene_1618-gene_1718",101,3,NA,"","","gene_1619-gene_1718:17.29473269832372","gene_1618-gene_1700:9.88874509825408","","","2510436000"
"2510436000_Cha6605_Contig56_1",5603,"2510436000_Cha6605_Contig56_1-gene_1862-gene_1966",105,3,NA,"","","gene_1868-gene_1966:14.20353689286872","gene_1862-gene_1961:9.24823423980538","","","2510436000"
"2510436000_Cha6605_Contig56_1",5603,"2510436000_Cha6605_Contig56_1-gene_2040-gene_2139",100,3,NA,"","","gene_2040-gene_2139:5.89738170086564","gene_2040-gene_2139:4.67715524110616","","","2510436000"
"2511051433_CP002901",3709,"2511051433_CP002901-gene_2025-gene_2117",93,3,NA,"","","gene_2025-gene_2117:10.76520040073354","gene_2025-gene_2117:5.18251879144494","","","2511051433"
"2511051433_CP002901",3709,"2511051433_CP002901-gene_2545-gene_2686",142,3,NA,"","","gene_2553-gene_2652:34.77820857613151;gene_2657-gene_2686:6.34164690757031","gene_2545-gene_2639:23.68063477328580;gene_2644-gene_2686:4.17049780803163","gene_2572-gene_2667:3.87692953851759","gene_2611-gene_2666:4.23748256422174","2511051433"
"2511051433_CP002901",3709,"2511051433_CP002901-gene_2995-gene_3110",116,3,NA,"","","gene_3011-gene_3110:17.47606004184400","gene_2995-gene_3064:4.26043663364880;gene_3081-gene_3110:10.53146495324775","","gene_3023-gene_3109:5.84373449551838","2511051433"
"2511051433_CP002901",3709,"2511051433_CP002901-gene_385-gene_538",154,3,NA,"","","gene_385-gene_481:5.51663826565531","gene_443-gene_538:2.81605205970685","","","2511051433"
"2511244342_AdhaqDRAFT_Scaffold1_4",4133,"2511244342_AdhaqDRAFT_Scaffold1_4-gene_3998-gene_4062",65,3,NA,"","","gene_3998-gene_4062:7.19836716152188","gene_3998-gene_4062:6.39714878153591","","","2511244342"
"2511244342_AdhaqDRAFT_Scaffold1_4",4133,"2511244342_AdhaqDRAFT_Scaffold1_4-gene_4107-gene_4133",27,3,NA,"","","gene_4107-gene_4133:12.25612489243362","gene_4110-gene_4133:5.29348011187169","","","2511244342"
"2511244440_NC_016642",4941,"2511244440_NC_016642-gene_3593-gene_3624",32,3,NA,"","","gene_3599-gene_3624:5.10923613195373","gene_3593-gene_3624:3.99227018473338","","","2511244440"
"2511244532_NC_016510",2733,"2511244532_NC_016510-gene_1052-gene_1108",57,3,NA,"","","gene_1052-gene_1108:19.93459403252244","gene_1072-gene_1108:5.92964560783692","","","2511244532"
"2511244532_NC_016510",2733,"2511244532_NC_016510-gene_1786-gene_1804",19,3,NA,"","","gene_1786-gene_1804:7.15701107226938","gene_1786-gene_1804:7.15701107226938","","","2511244532"
"2511244532_NC_016510",2733,"2511244532_NC_016510-gene_1960-gene_2020",61,3,NA,"","","gene_1960-gene_2020:7.96862551443181","gene_1960-gene_2020:6.30208935831048","","","2511244532"
"2511244532_NC_016510",2733,"2511244532_NC_016510-gene_499-gene_537",39,3,NA,"","","gene_499-gene_537:5.98554042064178","gene_499-gene_536:3.57519731575060","","","2511244532"
"2511244540_NC_016613",3083,"2511244540_NC_016613-gene_1001-gene_1059",59,3,NA,"","","gene_1001-gene_1059:11.57339342326748","gene_1004-gene_1059:6.33098433219862","","","2511244540"
"2511244561_CP002902",3109,"2511244561_CP002902-gene_1578-gene_1666",89,3,NA,"","","gene_1578-gene_1666:22.61961817194728","gene_1581-gene_1665:8.73669548720869","gene_1583-gene_1656:2.98791309557237","","2511244561"
"2511244561_CP002902",3109,"2511244561_CP002902-gene_1711-gene_1770",60,3,NA,"","","gene_1711-gene_1770:15.35556891701863","gene_1711-gene_1770:5.00021499770335","","gene_1716-gene_1764:7.79955437564445","2511244561"
"2511244561_CP002902",3109,"2511244561_CP002902-gene_2217-gene_2360",144,3,NA,"","","gene_2263-gene_2360:27.62978168552217;gene_2217-gene_2252:7.50170405148538","gene_2218-gene_2317:8.80257121201392","gene_2222-gene_2280:3.42628435106643","","2511244561"
"2511244648_AP012048",2869,"2511244648_AP012048-gene_1285-gene_1385",101,3,NA,"","","gene_1286-gene_1385:13.33439584502655","gene_1285-gene_1384:10.26542913262708","","","2511244648"
"2511244648_AP012048",2869,"2511244648_AP012048-gene_883-gene_963",81,3,NA,"","","gene_883-gene_963:17.27627320604619","gene_905-gene_963:9.64850919884294","","","2511244648"
"2512205695_CP002987",3683,"2512205695_CP002987-gene_1133-gene_1210",78,3,NA,"","","gene_1133-gene_1210:18.65817297725688","gene_1138-gene_1202:12.67781849766242","gene_1158-gene_1210:2.44944043222756","","2512205695"
"2512564981_CP003380",2550,"2512564981_CP003380-gene_1480-gene_1515",36,3,NA,"","","gene_1480-gene_1515:12.88773958431231","gene_1480-gene_1510:8.38274942623882","","","2512564981"
"2512564983_OA238_c",5604,"2512564983_OA238_c-gene_4348-gene_4433",86,3,NA,"","","gene_4348-gene_4433:17.63451619074209","gene_4348-gene_4432:3.71330211275003","","","2512564983"
"2512569608_AmyhaDRAFT_Scaffold1_1",5217,"2512569608_AmyhaDRAFT_Scaffold1_1-gene_120-gene_138",19,3,NA,"","","gene_120-gene_138:6.87208166083037","gene_122-gene_137:4.89144610637794","","","2512569608"
"2512569608_AmyhaDRAFT_Scaffold1_1",5217,"2512569608_AmyhaDRAFT_Scaffold1_1-gene_2480-gene_2577",98,3,NA,"","","gene_2480-gene_2575:31.01403526797595","gene_2480-gene_2577:23.05306333730405","","","2512569608"
"2512569608_AmyhaDRAFT_Scaffold1_1",5217,"2512569608_AmyhaDRAFT_Scaffold1_1-gene_4605-gene_4703",99,3,NA,"","","gene_4605-gene_4703:19.59779278947607","gene_4605-gene_4703:13.40968345125859","","","2512569608"
"2512571803_NC_016940",3406,"2512571803_NC_016940-gene_2600-gene_2706",107,3,NA,"","","gene_2609-gene_2706:7.91448673918466","gene_2600-gene_2699:3.74364966184855","","","2512571803"
"2512571803_NC_016940",3406,"2512571803_NC_016940-gene_270-gene_366",97,3,NA,"","","gene_270-gene_366:8.17792494521625","gene_270-gene_365:3.40441301857984","","","2512571803"
"2512571803_NC_016940",3406,"2512571803_NC_016940-gene_2711-gene_2913",203,3,NA,"","","gene_2816-gene_2913:5.94989489824124;gene_2711-gene_2806:2.85363543104249","gene_2745-gene_2840:2.32039718614708","","","2512571803"
"2512571803_NC_016940",3406,"2512571803_NC_016940-gene_3144-gene_3226",83,3,NA,"","","gene_3144-gene_3226:5.68973863850993","gene_3150-gene_3226:3.25827882274962","","","2512571803"
"2512571803_NC_016940",3406,"2512571803_NC_016940-gene_3307-gene_3403",97,3,NA,"","","gene_3307-gene_3403:4.34806624905355","gene_3307-gene_3403:2.14480012153021","","","2512571803"
"2512571803_NC_016940",3406,"2512571803_NC_016940-gene_493-gene_534",42,3,NA,"","","gene_493-gene_534:6.48617272721225","gene_493-gene_534:6.48617272721225","","","2512571803"
"2512880915_cya540Draft1_scaffold00001_1",4793,"2512880915_cya540Draft1_scaffold00001_1-gene_4190-gene_4283",94,3,NA,"","","gene_4190-gene_4283:4.84415879006977","gene_4191-gene_4202:2.28781411678920","","","2512880915"
"2513024934_NitalDRAFT_Scaffold1_1",5250,"2513024934_NitalDRAFT_Scaffold1_1-gene_1038-gene_1108",71,3,NA,"","","gene_1038-gene_1108:16.81028158182932","gene_1038-gene_1108:15.74425649810347","","","2513024934"
"2513024934_NitalDRAFT_Scaffold1_1",5250,"2513024934_NitalDRAFT_Scaffold1_1-gene_1337-gene_1433",97,3,NA,"","","gene_1337-gene_1433:10.89884300743458","gene_1338-gene_1433:8.96817537055855","","","2513024934"
"2513024934_NitalDRAFT_Scaffold1_1",5250,"2513024934_NitalDRAFT_Scaffold1_1-gene_2618-gene_2716",99,3,NA,"","","gene_2618-gene_2716:6.80396380731926","gene_2618-gene_2716:2.12329040811967","","","2513024934"
